ein,org_name,city,state_code,dei_last_modified,race_leader,gender1_leader,gender2_leader,orientation_leader,disability_status_leader,race_coleader,gender1_coleader,gender2_coleader,orientation_coleader,disability_status_coleader,total_board,asian_board,black_board,hispanic_board,middle_eastern_board,native_american_board,pacific_islander_board,white_board,multi_racial_board,other_ethnicity_board,race_decline_to_state_board,race_unknown_board,female_board,male_board,non_binary_board,gender_decline_to_state_board,gender_unknown_board,trans_board,cis_board,gender2_decline_to_state_board,gender2_unknown_board,lgbtqia_board,straight_board,orientation_decline_to_state_board,orientation_unknown_board,with_disability_board,without_disability_board,disability_decline_to_state_board,disability_unknown_board,total_senior_staff,asian_senior_staff,black_senior_staff,hispanic_senior_staff,middle_eastern_senior_staff,native_american_senior_staff,pacific_islander_senior_staff,white_senior_staff,multi_racial_senior_staff,other_ethnicity_senior_staff,race_decline_to_state_senior_staff,race_unknown_senior_staff,female_senior_staff,male_senior_staff,non_binary_senior_staff,gender_decline_to_state_senior_staff,gender_unknown_senior_staff,trans_senior_staff,cis_senior_staff,gender2_decline_to_state_senior_staff,gender2_unknown_senior_staff,lgbtqia_senior_staff,straight_senior_staff,orientation_decline_to_state_senior_staff,orientation_unknown_senior_staff,with_disability_senior_staff,without_disability_senior_staff,disability_decline_to_state_senior_staff,disability_unknown_senior_staff,total_staff,asian_staff,black_staff,hispanic_staff,middle_eastern_staff,native_american_staff,pacific_islander_staff,white_staff,multi_racial_staff,other_ethnicity_staff,race_decline_to_state_staff,race_unknown_staff,female_staff,male_staff,non_binary_staff,gender_decline_to_state_staff,gender_unknown_staff,trans_staff,cis_staff,gender2_decline_to_state_staff,gender2_unknown_staff,lgbtqia_staff,straight_staff,orientation_decline_to_state_staff,orientation_unknown_staff,with_disability_staff,without_disability_staff,disability_decline_to_state_staff,disability_unknown_staff,total_revenue
95-3147421,Project Independence,Costa Mesa,CA,2020-03-16 00:00:00,White/Caucasian/European,Female,,Heterosexual or Straight,Person without a disability,,,,,,12.0,,,,,,,12.0,,,,,4.0,8.0,,,,,,,12.0,,,12.0,,1.0,11.0,,,7.0,,1.0,1.0,,,,5.0,,,,,2.0,5.0,,,,,,7.0,,,,7.0,,,7.0,,,132.0,4.0,18.0,15.0,,1.0,,94.0,,,,,74.0,58.0,,,,,,132.0,,,,132.0,,,,,,4234113.0
23-2290505,Philabundance,Philadelphia,PA,2022-04-01 16:14:11,Black/African American,Female,Not transgender (cisgender),,,,,,,,22.0,,4.0,,,,,17.0,,1.0,,,11.0,11.0,,,,,,,,,,,,,,,,7.0,1.0,2.0,,,,,4.0,,,,,5.0,2.0,,,,,,,,1.0,6.0,,,,,,,131.0,2.0,42.0,10.0,,1.0,,70.0,4.0,,2.0,,71.0,60.0,0.0,,,,,,,,,,,,,,,71821574.0
23-7245152,Ocean Conservancy Inc,WASHINGTON,DC,2021-12-03 14:25:06,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,17.0,,1.0,2.0,,,,14.0,,,,,8.0,9.0,,,,,,,,,,,,,,,,12.0,,1.0,1.0,,,,9.0,1.0,,,,8.0,4.0,,,,,,,,,,,,,,,,131.0,8.0,16.0,12.0,,,,91.0,4.0,,0.0,0.0,92.0,39.0,,0.0,0.0,,,,,,,,,,,,,49652396.0
26-2117502,Max Planck Florida Corporation,Jupiter,FL,2023-02-02 00:00:00,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.0,29.0,11.0,17.0,,0.0,,72.0,2.0,,,,,,,,,,,,,,,,,,,,,26052125.0
37-0958448,Land of Lincoln Legal Assistance Foundation,East Saint Louis,IL,2023-01-23 00:00:00,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,23.0,0.0,5.0,0.0,,0.0,,11.0,0.0,,7.0,0.0,8.0,7.0,,8.0,,0.0,16.0,7.0,0.0,1.0,13.0,9.0,,2.0,12.0,9.0,,4.0,1.0,,,,,,3.0,,,,,2.0,2.0,,,,,4.0,,,,4.0,,,,4.0,,,131.0,2.0,15.0,2.0,,,,94.0,5.0,,13.0,,27.0,84.0,3.0,17.0,,2.0,119.0,10.0,,23.0,88.0,20.0,,16.0,99.0,16.0,,13041290.0
58-1967768,Word Made Flesh Inc,Wilmore,KY,2023-07-27 12:54:36,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,9.0,1.0,1.0,,,,,7.0,,,,,2.0,7.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0,5.0,1.0,,,,,,4.0,,,,,3.0,2.0,,,,,5.0,,,,5.0,,,,5.0,,,131.0,13.0,49.0,24.0,,,,45.0,,,,,84.0,47.0,,,,,,131.0,,,,131.0,,,,131.0,,1201096.0
26-2427526,New Teacher Center,SANTA CRUZ,CA,2022-09-28 00:00:00,Asian/Asian American,Male,,,,,,,,,7.0,2.0,,1.0,,,,4.0,,,,,3.0,4.0,,,,,,,,,,,,,,,,3.0,1.0,1.0,,,,,,1.0,,,,1.0,2.0,,,,,,,,,,,,,,,,130.0,7.0,33.0,12.0,,1.0,,70.0,7.0,,,,105.0,25.0,,,,,,,,,,,,,,,,27076985.0
59-1947024,The Florida Center for Early Childhood Inc,Sarasota,FL,2022-08-16 00:00:00,White/Caucasian/European,Female,,,,,,,,,12.0,,1.0,1.0,,,,10.0,,,,,6.0,6.0,,,,,,,12.0,,12.0,,,,,,12.0,4.0,,,,,,,4.0,,,,,4.0,,,,,,,,4.0,,4.0,,,,,,4.0,130.0,,,,,,,,,,,130.0,,,,,130.0,,,,130.0,,,,130.0,,,,130.0,8810849.0
93-1134865,Portland Center Stage,Portland,OR,2022-12-02 00:00:00,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,,7.0,1.0,1.0,2.0,,1.0,,1.0,1.0,,,,6.0,1.0,,,,,3.0,,4.0,1.0,2.0,,4.0,,,,,10.0,0.0,3.0,0.0,,0.0,,5.0,2.0,,,,5.0,4.0,1.0,,,,10.0,,,2.0,8.0,0.0,,,,,10.0,130.0,9.0,20.0,17.0,,1.0,,55.0,11.0,,17.0,,38.0,23.0,7.0,62.0,,4.0,,,126.0,5.0,,,125.0,,,,,9649220.0
95-4074660,Korean Health Education Information and Research Center,Los Angeles,CA,2023-07-14 00:00:00,Asian/Asian American,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,10.0,7.0,1.0,1.0,,0.0,,1.0,0.0,,0.0,0.0,5.0,5.0,0.0,0.0,0.0,,,,,,,,,,,,,3.0,2.0,0.0,0.0,,0.0,,1.0,0.0,,0.0,0.0,2.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,130.0,68.0,1.0,52.0,,,,9.0,,,,,89.0,40.0,,1.0,,,,,,,,,,,,,,20213342.0
04-3766364,Community Health Connection Inc,Tulsa,OK,2022-06-01 12:28:15,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,9.0,,1.0,6.0,,,,2.0,,,,,6.0,3.0,,,,,,,,,,,,,,,,18.0,,1.0,3.0,,,,14.0,,,,,10.0,8.0,,,,,,,,,,,,,,,,129.0,,3.0,63.0,,1.0,,19.0,43.0,,,,113.0,16.0,,,,,,,,,,,,,,,,13914137.0
20-3645945,Caring for Cambodia Inc,AUSTIN,TX,2020-03-30 13:29:59,,,Not Transgender (Cisgender),Heterosexual or Straight,Person without a disability,,,,,,9.0,2.0,,,,,,7.0,,,0.0,,2.0,7.0,,,,,,,,,,,,,,,,4.0,1.0,,,,,,3.0,,,,,3.0,1.0,,,,,,,,,,,,,,,,129.0,119.0,,,,,,10.0,,,,,77.0,52.0,,,,,,,,,,,,,,,,1194203.0
52-1982223,Education Trust Inc,Washington,DC,2023-05-12 00:00:00,Black/African American,Female,Not transgender (cisgender),,,Multi-Racial/Multi-Ethnic (2+ races/ethnicities),Male,Not transgender (cisgender),,,9.0,,4.0,4.0,,,,1.0,,,,,4.0,5.0,,,,,,,,,,,,,,,,9.0,0.0,4.0,2.0,,0.0,,2.0,1.0,,0.0,0.0,6.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,,129.0,10.0,36.0,23.0,,,,51.0,9.0,,,,92.0,32.0,5.0,,,,,,,,,,,,,,,28594144.0
94-1551410,Girl Scouts of Northern California,Alameda,CA,2023-08-25 00:00:00,Multi-Racial/Multi-Ethnic (2+ races/ethnicities),Female,,,,,,,,,22.0,4.0,3.0,1.0,,1.0,,11.0,0.0,,2.0,0.0,21.0,1.0,,,,,,,,,,,,,,,,7.0,1.0,,1.0,,,,3.0,2.0,,,,7.0,,,,,,,,,,,,,,,,,129.0,21.0,10.0,25.0,,,,66.0,6.0,,,1.0,117.0,12.0,,,,,,,,,,,,,,,,16748924.0
95-1693616,Hamburger Home,Los Angeles,CA,2023-08-23 00:00:00,White/Caucasian/European,Female,,,,,,,,,15.0,0.0,2.0,1.0,,,,11.0,1.0,,,,10.0,5.0,,,,,,,,,,,,,,,,5.0,1.0,0.0,,,,,3.0,1.0,,,,,,,,,,,,,1.0,4.0,,,,,,,129.0,7.0,11.0,83.0,,,,24.0,4.0,,,,112.0,17.0,,,,,,,,,,,,,,,,17578567.0
52-0681147,Everymind Inc,Rockville,MD,2022-12-20 00:00:00,White/Caucasian/European,Female,,,,Asian/Asian American,Female,,,,17.0,,2.0,2.0,,,,12.0,1.0,,,,6.0,11.0,,,,,,,,,,,,,,,,10.0,3.0,1.0,1.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,,128.0,17.0,9.0,44.0,,1.0,,53.0,4.0,,,,111.0,17.0,,,,,,,,,,,,,,,,10140010.0
75-1855620,MOMENTOUS INSTITUTE,DALLAS,TX,2023-03-27 00:00:00,Hispanic/Latino/Latina/Latinx,Female,,,,,,,,,29.0,,,1.0,,,,28.0,,,,,1.0,28.0,,,,,,,,,,,,,,,,7.0,1.0,1.0,1.0,,,,4.0,,,,,6.0,1.0,,,,,,,,,,,,,,,,128.0,2.0,14.0,52.0,,1.0,,40.0,3.0,16.0,,,,,,,,,,,,,,,,,,,,11793188.0
93-0706892,Fora Health Inc,PORTLAND,OR,2022-07-22 00:00:00,White/Caucasian/European,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,2.0,1.0,1.0,,0.0,,22.0,0.0,,0.0,0.0,20.0,6.0,0.0,0.0,0.0,,,,,,,,,,,,,128.0,9.0,15.0,22.0,,0.0,,81.0,1.0,,0.0,0.0,82.0,45.0,1.0,0.0,0.0,,,,,,,,,,,,,14565649.0
95-4444102,Ltsc Community Development Corporation,Los Angeles,CA,2023-08-23 00:00:00,Asian/Asian American,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,26.0,21.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,14.0,12.0,0.0,0.0,0.0,,,,,,,,,,,,,6.0,6.0,,,,,,,,,,,3.0,3.0,,,,,,,,,,,,,,,,128.0,86.0,4.0,33.0,,,,5.0,,,,,90.0,38.0,,,,,,,,,,,,,,,,23573245.0
26-1339988,Calcef Innovations,Oakland,CA,2022-10-12 00:00:00,White/Caucasian/European,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,6.0,2.0,,,,,8.0,,,,,8.0,8.0,,,,,,,,,,,,,,,,127.0,,,,,,,,,,,,78.0,49.0,,,,,,,,,,,,,,,,8813623.0
59-1051699,Hps Helping People Succeed Inc,Jensen Beach,FL,2019-08-23 00:00:00,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,15.0,,2.0,,,,,13.0,,,,,10.0,5.0,,,,,,,,,,,,,,,,11.0,,,2.0,,,,9.0,,,,,9.0,2.0,,,,,,,,,,,,,,,,127.0,,,,,,,,,,,127.0,,,,,127.0,,,127.0,,,,,127.0,,,,127.0,6416898.0
94-2145930,Naturebridge,Sausalito,CA,2023-01-19 00:00:00,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,23.0,2.0,1.0,,,,,16.0,,,1.0,3.0,10.0,9.0,,1.0,3.0,,,,,,,,,1.0,17.0,1.0,4.0,4.0,1.0,,,,,,3.0,,,,,1.0,3.0,,,,,4.0,,,,,,,,4.0,,,127.0,7.0,2.0,10.0,,1.0,,97.0,5.0,,2.0,3.0,81.0,39.0,5.0,2.0,,,,,,,,,,7.0,66.0,17.0,37.0,11430799.0
04-6149986,Conservation Law Foundation Inc,BOSTON,MA,2023-08-23 00:00:00,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,25.0,3.0,2.0,1.0,,,,18.0,,,,1.0,10.0,15.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,11.0,11.0,9.0,,,,92.0,,,,3.0,,,,,,,,,,,,,,,,,,28629801.0
71-0992446,Kiva Microfunds,San Francisco,CA,2023-07-19 00:00:00,Asian/Asian American,Male,,,,,,,,,6.0,1.0,,,2.0,,,3.0,,,,,3.0,3.0,,,,,6.0,,,,,,,,,,,8.0,3.0,1.0,,,,,4.0,,,,,4.0,4.0,,,,,8.0,,,,,,,,,,,126.0,11.0,13.0,14.0,,1.0,,74.0,5.0,,,8.0,66.0,54.0,,,6.0,,125.0,,1.0,,,,,,,,,14808996.0
94-3341034,First Place for Youth,Oakland,CA,2022-04-18 10:56:43,Black/African American,Male,,,,,,,,,18.0,,3.0,,,,,12.0,2.0,,1.0,,10.0,8.0,,,,,18.0,,,3.0,15.0,,,,18.0,,,21.0,1.0,7.0,2.0,,,,10.0,1.0,,,,17.0,4.0,,,,,,,,,,,,,,,,126.0,14.0,37.0,32.0,,,,37.0,6.0,,,,96.0,30.0,,,,,,,,,,,,,,,,27240222.0
95-2023244,Girl Scouts of Orange County,Irvine,CA,2021-02-18 08:37:11,,Female,Not transgender (cisgender),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,1.0,,,,6.0,,,,,6.0,1.0,,,,,7.0,,,,,,,,,,,126.0,16.0,0.0,34.0,,1.0,,66.0,6.0,,3.0,,114.0,12.0,,,,,126.0,,,5.0,121.0,,,2.0,124.0,,,9825327.0
16-0743047,Humane Society of Rochester and Monroe County PCA Inc,Fairport,NY,2022-01-22 17:52:13,White/Caucasian/European,Female,Not transgender (cisgender),Decline to state,Decline to state,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.0,10285845.0
38-1747660,Senior Services Inc,Kalamazoo,MI,2023-03-17 00:00:00,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,12.0,,1.0,1.0,,,,7.0,,,3.0,,8.0,1.0,,3.0,,,7.0,5.0,,,8.0,4.0,,,8.0,4.0,,3.0,,,,,,,2.0,,,,1.0,2.0,1.0,,,,,3.0,,,,3.0,,,,3.0,,,125.0,4.0,19.0,2.0,,,1.0,93.0,2.0,,4.0,,39.0,86.0,,,,,,,,,,,,4.0,63.0,49.0,9.0,16068018.0
38-2118101,Family & Children Services Inc,Kalamazoo,MI,2023-02-24 00:00:00,Black/African American,Female,,,,,,,,,24.0,0.0,4.0,3.0,,0.0,,17.0,0.0,,,,13.0,11.0,,,,,,,,,,,,,,,,7.0,,2.0,,,,,5.0,,,,,6.0,1.0,,,,,,,,,,,,,,,,125.0,0.0,39.0,5.0,,0.0,,77.0,4.0,,,,,,,,125.0,,,,,,,,,,,,,13121460.0
56-0532314,Saint Marys School,Raleigh,NC,2023-01-26 13:11:36,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,24.0,,1.0,,,,,23.0,,,,,17.0,7.0,,,,,24.0,,,1.0,23.0,,,,,,24.0,9.0,,1.0,,,,,8.0,,,,,6.0,3.0,,,,,9.0,,,,9.0,,,,,,9.0,125.0,3.0,12.0,10.0,,0.0,,99.0,1.0,,,,91.0,34.0,,,,,125.0,,,2.0,54.0,,69.0,,,,125.0,36030346.0
74-2373217,Austin Habitat for Humanity Inc,Austin,TX,2023-02-06 09:23:16,White/Caucasian/European,Female,Not transgender (cisgender),Decline to state,Decline to state,,,,,,29.0,2.0,6.0,4.0,,,,17.0,,,,,13.0,16.0,,,,,,,,,,,,,,,,7.0,,1.0,1.0,,,,5.0,,,,,3.0,4.0,,,,,,,7.0,,,,7.0,,,,7.0,125.0,1.0,12.0,48.0,,,,63.0,1.0,,,,59.0,66.0,,,,,,,125.0,,,,125.0,,,,125.0,22735671.0
86-0133718,Boys & Girls Clubs of Scottsdale Inc,Scottsdale,AZ,2020-10-19 16:51:16,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,1.0,,,,5.0,,,,,4.0,2.0,,,,,5.0,1.0,,,5.0,1.0,,,6.0,,,125.0,3.0,12.0,22.0,,10.0,,54.0,6.0,,,18.0,70.0,46.0,,9.0,,,,,,,,,,,,,,12624674.0
93-0511171,Japanese Garden Society of Oregon,Portland,OR,2023-06-14 00:00:00,,,,,,,,,,,25.0,2.0,1.0,,1.0,2.0,,12.0,,,,7.0,9.0,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.0,12.0,3.0,4.0,,11.0,,67.0,18.0,,,10.0,,,,,125.0,5.0,,,120.0,23.0,,,102.0,11.0,,,114.0,15655975.0
95-1641426,Braille Institute of America Inc,Los Angeles,CA,2023-08-23 14:02:52,White/Caucasian/European,Male,Decline to state,Decline to state,Person without a disability,,,,,,13.0,,,,,,,,,,,13.0,4.0,9.0,,,,,,,13.0,,,,13.0,,,,13.0,8.0,,,,,,,,,,,8.0,,,,,8.0,,,,8.0,,,,8.0,,,,8.0,125.0,,,,,,,,,,,125.0,,,,,125.0,,,,125.0,,,,125.0,,,,125.0,37676823.0
01-0566033,Israel Emergency Alliance,Los Angeles,CA,2022-08-15 00:00:00,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,42.0,,,,,,,42.0,,,,,18.0,24.0,,,,,42.0,,,,,,42.0,,,,42.0,21.0,,,1.0,,,,20.0,,,,,12.0,9.0,,,,,,,21.0,,,,21.0,,,,21.0,124.0,,3.0,6.0,,,,114.0,1.0,,,,81.0,43.0,,,,,,,124.0,,,,124.0,2.0,,,122.0,23212771.0
31-0897638,Victoria Theatre Association,Dayton,OH,2022-03-17 11:14:54,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,18.0,1.0,2.0,,,,,15.0,,,,,8.0,10.0,,,,,,18.0,,1.0,17.0,,,,,,18.0,7.0,,,,,,,7.0,,,,,3.0,4.0,,,,,7.0,,,,7.0,,,,7.0,,,124.0,,22.0,2.0,,,,100.0,,,,,,,,,124.0,,,,,,,,,,,,124.0,28922737.0
34-6001636,Beck Center for the Arts,Lakewood,OH,2023-02-23 00:00:00,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,32.0,,3.0,,,,,28.0,0.0,1.0,,,20.0,12.0,,,,0.0,32.0,,,2.0,30.0,,,,32.0,,,6.0,0.0,0.0,0.0,,0.0,,6.0,0.0,,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,124.0,4.0,14.0,2.0,0.0,0.0,0.0,104.0,0.0,,,,71.0,51.0,2.0,,,1.0,123.0,,,12.0,112.0,,,2.0,122.0,,,5989422.0
39-1524326,Beyond Vision Inc,Milwaukee,WI,2023-03-29 00:00:00,,,,,,,,,,,13.0,,,2.0,,,,11.0,,,,,3.0,10.0,,,,,,,,,,,,1.0,,,12.0,8.0,1.0,,,,,,7.0,,,,,3.0,5.0,,,,,,,,,,,,1.0,,,7.0,124.0,,,,,,,,,,,,,,,,,,,,,,,,,68.0,,,56.0,9801223.0
58-1290439,Nobis Works Inc,Marietta,GA,2023-08-04 00:00:00,White/Caucasian/European,Male,,,Person with a disability,,,,,,14.0,2.0,1.0,,,,,11.0,,,,,7.0,7.0,,,,,,,,,,,,,,,,3.0,,,,,,,3.0,,,,,1.0,2.0,,,,,,,,,,,,2.0,1.0,,,124.0,0.0,57.0,7.0,,,,58.0,2.0,,,,63.0,61.0,,,,,,,,,,,,86.0,38.0,,,3990090.0
81-6035382,Jannus Inc,Boise,ID,2021-05-13 12:12:48,White/Caucasian/European,Female,,,Person without a disability,White/Caucasian/European,Female,,,,10.0,1.0,,1.0,,1.0,,7.0,,,,,7.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,,4.0,,,,,,,4.0,,,,,3.0,1.0,,,,,,,,,,,,,,,,124.0,3.0,4.0,10.0,,2.0,,100.0,2.0,,3.0,,105.0,19.0,,,,,,,,,,,,8.0,71.0,45.0,0.0,21722189.0
20-3076690,International Council On Clean Transportation,Washington,DC,2022-03-11 17:30:56,White/Caucasian/European,Male,Not transgender (cisgender),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,8.0,1.0,,,4.0,5.0,7.0,,,1.0,,,,,,,,,,,,,123.0,33.0,4.0,5.0,,0.0,,37.0,4.0,,1.0,39.0,56.0,55.0,,,12.0,,,,,,,,,,,,,15647679.0
27-2021983,Kilgoris Project,Los Altos,CA,2023-01-17 13:38:19,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,27.0,,14.0,,,,,13.0,,,,,9.0,18.0,,,,,27.0,,,,27.0,,,,27.0,,,8.0,,4.0,,,,,4.0,,,,,4.0,4.0,,,,,8.0,,,,8.0,,,,8.0,,,123.0,,118.0,,,,,5.0,,,,,65.0,58.0,,,,,123.0,,,,123.0,,,,123.0,,,1058819.0
33-0013237,The Priority Center Ending the Generational Cycle of Trauma Inc,Santa Ana,CA,2023-02-08 00:00:00,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person with a disability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.0,9.0,,27.0,,,,8.0,,,79.0,,40.0,4.0,,79.0,,,34.0,89.0,,3.0,40.0,80.0,,3.0,41.0,79.0,,8843523.0
46-4377579,Nepa Inclusive,Pittston,PA,2023-08-30 00:00:00,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,12.0,,1.0,,,,,10.0,1.0,,,,6.0,6.0,,,,,12.0,,,1.0,11.0,,,1.0,11.0,,,30.0,3.0,2.0,1.0,,,,24.0,,,,,19.0,10.0,,,1.0,,22.0,7.0,1.0,1.0,23.0,5.0,1.0,5.0,23.0,,2.0,123.0,2.0,14.0,15.0,,,,72.0,5.0,,,15.0,79.0,32.0,,,12.0,,55.0,68.0,,3.0,63.0,57.0,,17.0,84.0,3.0,19.0,3051450.0
52-1384139,National Fish and Wildlife Foundation,WASHINGTON,DC,2020-11-02 14:49:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,1.0,1.0,,,,9.0,,,,,3.0,8.0,,,,,,,,3.0,,,8.0,,,,,123.0,6.0,10.0,7.0,,,,95.0,5.0,,,,79.0,44.0,,,,,,,,,,,,,,,,420989296.0
52-1984719,Education Fund of the American Ctr for International Labor Solidarity,WASHINGTON,DC,2022-12-02 00:00:00,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,11.0,1.0,4.0,2.0,,0.0,,4.0,,,,,4.0,7.0,,,,,,,,,,,,,,,,4.0,1.0,1.0,,,,,2.0,,,,,2.0,2.0,,,,,,,,,,,,,,,,123.0,16.0,32.0,6.0,,,,62.0,,7.0,,,63.0,60.0,,,,,,,,,,,,,,,,1598262.0
52-2120012,Identity Inc,Derwood,MD,2023-03-07 00:00:00,Hispanic/Latino/Latina/Latinx,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,14.0,,,7.0,,,,7.0,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,6.0,1.0,,,,,,,,,,,,,,,,123.0,,8.0,99.0,,,,13.0,3.0,,,,,,,,,,,,,,,,,,,,,13700028.0
58-1661795,Communities in Schools of Charlotte Mecklenburg Inc,Charlotte,NC,2023-02-13 00:00:00,Black/African American,Male,Not transgender (cisgender),,,,,,,,22.0,1.0,7.0,2.0,,1.0,,9.0,1.0,1.0,,,11.0,11.0,,,,,,,,,,,,,,,,8.0,,4.0,,,,,4.0,,,,,6.0,2.0,,,,,,,,,,,,,,,,123.0,0.0,74.0,18.0,,1.0,,27.0,3.0,,0.0,0.0,105.0,18.0,,,,,,,,,,,,,,,,13596501.0
59-1156260,Community Legal Servies of Mid- Florida Inc,ORLANDO,FL,2022-09-21 00:00:00,White/Caucasian/European,Male,Decline to state,Heterosexual or Straight,Person without a disability,,,,,,14.0,,5.0,2.0,,,,7.0,,,,,9.0,5.0,,,,,,,14.0,,,,14.0,1.0,13.0,,,8.0,0.0,2.0,0.0,,0.0,,6.0,0.0,,0.0,0.0,7.0,1.0,0.0,0.0,0.0,,,,,,,,,,8.0,,0.0,123.0,0.0,26.0,29.0,,0.0,,60.0,0.0,,0.0,8.0,97.0,26.0,,,,,,,,,,,,,,,123.0,11067426.0
81-5071835,Laboratoria Inc,Brooklyn,NY,2023-03-01 00:00:00,Hispanic/Latino/Latina/Latinx,Female,Not transgender (cisgender),,,,,,,,6.0,,,,,,,,,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.0,,,,,,,,,,,,87.0,36.0,,,,,,,,,,,,,,,,997061.0
36-2167939,Union League Boys & Girls Clubs,Chicago,IL,2023-01-19 00:00:00,White/Caucasian/European,Female,Not transgender (cisgender),,Decline to state,,,,,,56.0,2.0,1.0,2.0,,,,51.0,,,,,14.0,42.0,,,,,56.0,,,,,,,,,,,4.0,0.0,0.0,1.0,,,,3.0,,,,,1.0,3.0,,,,,,,,1.0,3.0,,,,,,,122.0,3.0,61.0,41.0,,0.0,,17.0,,,,,,,,,,,,,,,,,,,,,,9930658.0
36-3456061,Wings Program Inc,Palatine,IL,2022-04-27 16:02:43,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,36.0,3.0,5.0,1.0,,,,27.0,,,,,25.0,11.0,,,,,,,,,,,,,,,,5.0,,1.0,1.0,,,,3.0,,,,,4.0,1.0,,,,,,,,,,,,,,,,122.0,4.0,23.0,37.0,,0.0,,56.0,2.0,,,,110.0,12.0,,,,,,,,,,,,,,,,9988803.0
