,ein,org_name,city,state_code,dei_last_updated,race_leader,gender1_leader,gender2_leader,orientation_leader,disability_status_leader,race_coleader,gender1_coleader,gender2_coleader,orientation_coleader,disability_status_coleader,total_board,asian_board,black_board,hispanic_board,middle_eastern_board,native_american_board,pacific_islander_board,white_board,multi_racial_board,other_ethnicity_board,race_decline_to_state_board,race_unknown_board,female_board,male_board,non_binary_board,gender_decline_to_state_board,gender_unknown_board,trans_board,cis_board,gender2_decline_to_state_board,gender2_unknown_board,lgbtqia_board,straight_board,orientation_decline_to_state_board,orientation_unknown_board,with_disability_board,without_disability_board,disability_decline_to_state_board,disability_unknown_board,total_senior_staff,asian_senior_staff,black_senior_staff,hispanic_senior_staff,middle_eastern_senior_staff,native_american_senior_staff,pacific_islander_senior_staff,white_senior_staff,multi_racial_senior_staff,other_ethnicity_senior_staff,race_decline_to_state_senior_staff,race_unknown_senior_staff,female_senior_staff,male_senior_staff,non_binary_senior_staff,gender_decline_to_state_senior_staff,gender_unknown_senior_staff,trans_senior_staff,cis_senior_staff,gender2_decline_to_state_senior_staff,gender2_unknown_senior_staff,lgbtqia_senior_staff,straight_senior_staff,orientation_decline_to_state_senior_staff,orientation_unknown_senior_staff,with_disability_senior_staff,without_disability_senior_staff,disability_decline_to_state_senior_staff,disability_unknown_senior_staff,total_staff,asian_staff,black_staff,hispanic_staff,middle_eastern_staff,native_american_staff,pacific_islander_staff,white_staff,multi_racial_staff,other_ethnicity_staff,race_decline_to_state_staff,race_unknown_staff,female_staff,male_staff,non_binary_staff,gender_decline_to_state_staff,gender_unknown_staff,trans_staff,cis_staff,gender2_decline_to_state_staff,gender2_unknown_staff,lgbtqia_staff,straight_staff,orientation_decline_to_state_staff,orientation_unknown_staff,with_disability_staff,without_disability_staff,disability_decline_to_state_staff,disability_unknown_staff,average_female_salary,average_male_salary,pay_gap,percent_male,percent_female,avg_employee_comp,highest_salary,total_compensation,web_address,num_employees,total_revenue,HighestCompensatedEmployeeInd_percent_female,IndividualTrusteeOrDirectorInd_percent_female,OfficerInd_percent_female,KeyEmployeeInd_percent_female,FormerOfcrDirectorTrusteeInd_percent_female
220,134193728,International Legal Foundation Ltd,New York,NY,1667952000000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,10.0,,3.0,1.0,,,,5.0,,1.0,,,5.0,5.0,,,,,10.0,,,,,,,,,,,2.0,1.0,,,,,,1.0,,,,,2.0,,,,,,2.0,,,,,,,,,,,107.0,,,,,,,,,,,,53.0,54.0,,,,,,,,,,,,,,,,187585.0,0.0,-1.0,0.0,100.0,198134.25,187585.0,2565196.0,WWW.THEILF.ORG,13,3853200.0,100.0,66.66666666666666,40.0,,
221,134205042,The Family Resource Network Inc,EAST WINDSOR,NJ,1660003200000000000,White/Caucasian/European,Female,Not transgender (cisgender),Decline to state,Person without a disability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,1.0,1.0,,,,3.0,,,,,3.0,2.0,,,,,5.0,,,1.0,4.0,,,1.0,4.0,,,171.0,3.0,20.0,11.0,,,,48.0,,,5.0,84.0,119.0,18.0,,1.0,33.0,,,,,,,,,,,,,161736.0,0.0,-1.0,0.0,100.0,19381.6338028169,161736.0,2913928.0,WWW.FAMILYRESOURCENETWORK.ORG,143,5901883.0,,14.285714285714285,33.33333333333333,,
222,134234305,National Interscholastic Cycling Association,ORINDA,CA,1678147200000000000,,Female,,,,,,,,,15.0,,,,,,,,,,,,6.0,9.0,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,4.0,1.0,,,,,,,,,,,,,,,,81.0,,,,,,,,,,,,48.0,33.0,,,,,,,,,,,,,,,,159287.0,0.0,-1.0,0.0,100.0,39073.55670103093,159287.0,3949422.0,WWW.NATIONALMTB.ORG,98,8854636.0,,60.0,50.0,,
223,135562191,The Childrens Aid Society,NEW YORK,NY,1621247840000000000,White/Caucasian/European,Female,,,,,,,,,25.0,1.0,4.0,1.0,,0.0,,18.0,1.0,,,,13.0,12.0,,,,,,,,,,,,,,,,50.0,3.0,13.0,11.0,,1.0,,22.0,0.0,,,,38.0,12.0,,,,,,,,,,,,,,,,1936.0,69.0,572.0,897.0,,15.0,,327.0,56.0,,,,1445.0,491.0,,,,,,,,,,,,,,,,309084.0,280992.6666666667,-9.997176676022379,30.0,70.0,42389.332727272726,551732.0,96263098.0,WWW.CHILDRENSAIDNYC.ORG,2210,167116580.0,60.0,50.0,45.45454545454545,100.0,
224,135562202,Community Service Society of New York,New York,NY,1664409600000000000,Black/African American,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,3.0,2.0,,,,7.0,1.0,,,,7.0,6.0,,,,,,,,,,,,,,,,110.0,10.0,20.0,24.0,,,,42.0,8.0,,2.0,4.0,70.0,36.0,2.0,2.0,,1.0,94.0,15.0,,17.0,81.0,10.0,2.0,7.0,95.0,8.0,,235281.83333333334,345803.1666666667,31.96076380638504,50.0,50.0,95526.87755102041,792451.0,17528961.0,WWW.CSSNY.ORG,159,32750647.0,60.0,52.94117647058824,50.0,,
226,135562976,Boys & Girls Clubs of America,Atlanta,GA,1665964800000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,49.0,3.0,11.0,2.0,,1.0,,32.0,0.0,,0.0,,11.0,38.0,,,,,,,,,,,,,,,,15.0,,3.0,1.0,,,,10.0,,1.0,,,9.0,6.0,,,,,,,,3.0,12.0,,,,,,,480.0,18.0,142.0,28.0,,11.0,,261.0,8.0,,,12.0,333.0,147.0,,,,,,,,,,,,1.0,,,479.0,480901.6666666667,438704.71428571426,-9.618531783880242,70.0,30.0,111601.48039215687,918227.0,61430393.0,www.bgca.org,520,217713685.0,0.0,39.473684210526315,36.36363636363637,0.0,
227,135563010,Seamens Society for Children and Families,Staten Island,NY,1647004838000000000,Black/African American,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,13.0,,3.0,1.0,,,,9.0,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,2.0,0.0,,0.0,,3.0,,,,,2.0,3.0,,,,0.0,,,5.0,,,,,,,,,184.0,6.0,86.0,39.0,,,,45.0,5.0,3.0,,,155.0,29.0,0.0,,,,,,,,,,,2.0,182.0,,,179374.0,203592.33333333334,11.895503596238893,75.0,25.0,44838.992217898834,249024.0,12313772.0,WWW.Seamenssociety.org,261,21626042.0,75.0,70.0,33.33333333333333,,
228,135563028,Osborne Association Inc,Bronx,NY,1677110400000000000,Asian/Asian American,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,24.0,0.0,5.0,4.0,0.0,0.0,0.0,15.0,0.0,,0.0,0.0,10.0,14.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,2.0,,,22.0,,,,,14.0,2.0,4.0,,,,,8.0,,,,,12.0,2.0,,,,,14.0,,,,,,14.0,,14.0,,,391.0,11.0,192.0,98.0,,4.0,,67.0,19.0,,,,191.0,196.0,,,4.0,0.0,,,391.0,1.0,,,390.0,110.0,,,281.0,200104.125,196904.0,-1.6252209198391094,20.0,80.0,38117.08348794063,283528.0,22539749.0,WWW.OSBORNENY.ORG,549,36007350.0,80.0,42.857142857142854,55.55555555555556,,
229,135596792,Madison Square Boys & Girls Club Inc,New York,NY,1603810271000000000,Black/African American,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,53.0,1.0,6.0,3.0,,,,43.0,,,,,4.0,49.0,,,,,,,,,,,,,,,,5.0,,3.0,,,,,2.0,,,,,2.0,3.0,,,,,,,,,,,,,,,,135.0,3.0,84.0,31.0,,,,8.0,9.0,,,,74.0,61.0,,,,,,,,,,,,,,,,159217.5,356876.3333333333,55.38580591409349,60.0,40.0,23145.43946188341,438083.0,6550497.0,WWW.MADISONSQUARE.ORG,228,12920165.0,50.0,0.0,0.0,,100.0
230,135598710,Good Shepherd Services,NEW YORK,NY,1616578420000000000,White/Caucasian/European,Female,Not transgender (cisgender),"Gay, Lesbian, Bisexual, or other sexual orientations in the LGBTQIA+ community",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,1059.0,30.0,513.0,371.0,,5.0,,101.0,39.0,,,,,,,,,,,,,,,,,,,,,236355.2,269974.0,12.452606547297144,28.57142857142857,71.42857142857143,38788.860131500296,371078.0,66615487.0,WWW.GOODSHEPHERDS.ORG,1680,110384446.0,80.0,25.0,33.33333333333333,,
233,135643799,Ducks Unlimited Inc,MEMPHIS,TN,1665705600000000000,White/Caucasian/European,Male,,,Person without a disability,,Male,,,,65.0,,,,,,,,,,,,9.0,56.0,,,,,,,,,,,,,,,,10.0,1.0,,,,,,9.0,,,,,3.0,7.0,,,,,,,,,,,,,10.0,,,668.0,8.0,25.0,,,1.0,,600.0,5.0,,,29.0,222.0,443.0,,,3.0,,,,,,,,,3.0,665.0,,,344137.0,339128.1111111111,-1.4769901770979332,69.23076923076923,30.76923076923077,100255.34643377001,538303.0,73304124.0,WWW.DUCKS.ORG,700,339454630.0,0.0,20.33898305084746,10.0,100.0,
235,135671639,Kennedy Childrens Center,NEW YORK,NY,1627389931000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,19.0,3.0,0.0,2.0,,0.0,,14.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,13.0,3.0,1.0,1.0,,0.0,,8.0,,,,,8.0,5.0,,,,,,,,,,,,,,,,209.0,19.0,44.0,90.0,,2.0,,50.0,4.0,,,,177.0,32.0,,,,,,,,,,,,,,,,215268.33333333334,203256.0,-5.909952637724516,25.0,75.0,49817.19291338583,288369.0,13502628.0,WWW.KENCHILD.ORG,258,21347864.0,80.0,42.10526315789473,33.33333333333333,,
236,136167177,Puerto Rican Family Institute Inc,New York,NY,1656028800000000000,White/Caucasian/European,Male,Decline to state,Decline to state,Person without a disability,,,,,,10.0,,,7.0,,,,1.0,2.0,,,,7.0,3.0,,,,,,,,,,,,,,,,6.0,,,6.0,,,,,,,,,4.0,2.0,,,,0.0,6.0,,0.0,1.0,5.0,,,,6.0,,,247.0,3.0,57.0,165.0,,1.0,,16.0,5.0,,,,200.0,45.0,,2.0,,,,,,,,,,1.0,245.0,1.0,,158731.0,185155.5,14.271517724291204,66.66666666666666,33.33333333333333,34052.26392572944,215192.0,26204449.0,WWW.PRFI.ORG,757,43970504.0,57.14285714285714,80.0,50.0,,
237,136193105,Crohns & Colitis Foundation Inc,New York,NY,1653642789000000000,White/Caucasian/European,Male,Not transgender (cisgender),"Gay, Lesbian, Bisexual, or other sexual orientations in the LGBTQIA+ community",Person without a disability,,,,,,26.0,1.0,4.0,1.0,,,,20.0,,,,,10.0,16.0,,,,,26.0,,,,,,,,,,,20.0,1.0,1.0,1.0,,,,16.0,,,1.0,,11.0,9.0,,,,,20.0,,,1.0,,,19.0,,,,,275.0,23.0,19.0,21.0,,,,197.0,9.0,,6.0,,224.0,51.0,,,,,,,,,,,,,,,,257941.5,319938.14285714284,19.37769667082967,53.84615384615385,46.15384615384615,79675.79889807162,678016.0,32709531.0,WWW.CROHNSCOLITISFOUNDATION.ORG,376,78027022.0,60.0,41.66666666666667,11.11111111111111,50.0,
240,141397918,Astor Services for Children & Families,RHINEBECK,NY,1646736774000000000,Hispanic/Latino/Latina/Latinx,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,1.0,1.0,,,,4.0,,,,1.0,5.0,2.0,,,,,,,,,,,,,,,,727.0,13.0,128.0,150.0,,4.0,,417.0,12.0,,3.0,,605.0,119.0,,,3.0,,,,,,,,,,,,,290413.6666666667,330289.5,12.072994549730861,25.0,75.0,45684.59476439791,408712.0,46031849.0,WWW.ASTORSERVICES.ORG,963,57639307.0,100.0,50.0,80.0,,
241,141568025,Green Chimneys Childrens Services Inc,BREWSTER,NY,1651743115000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person with a disability,,,,,,21.0,,,1.0,,,,20.0,,,,,,,,,,,,,,,,,,1.0,,,20.0,7.0,,1.0,,,,,6.0,,,,,,,,,,,,,,,,,,1.0,6.0,,,575.0,,200.0,80.0,,,,295.0,,,,,375.0,200.0,,,,,,,,,,,,20.0,555.0,,,217211.0,193048.4,-12.516343051794268,55.55555555555556,44.44444444444444,55446.67123287671,262256.0,22072121.0,WWW.GREENCHIMNEYS.ORG,374,27252785.0,33.33333333333333,35.294117647058826,28.57142857142857,,
242,141719016,The Crenulated Company Ltd,BRONX,NY,1664841600000000000,Black/African American,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,11.0,,,2.0,,,,9.0,0.0,,,,8.0,3.0,,,,,11.0,,,,,,,,,,,7.0,,4.0,3.0,,,,,,,,,5.0,2.0,,,,,,,,,,,,,,,,180.0,,66.0,102.0,,,,12.0,,,,,120.0,60.0,,,,,,,,,,,,,,,,303643.0,186331.0,-62.958927929330066,50.0,50.0,,0.0,6447287.0,WWW.SETTLEMENTHOUSINGFUND.ORG,285,10442755.0,100.0,62.5,75.0,,
245,160743047,Humane Society of Rochester and Monroe County PCA Inc,Fairport,NY,1642873933000000000,White/Caucasian/European,Female,Not transgender (cisgender),Decline to state,Decline to state,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.0,165675.0,0.0,-1.0,0.0,100.0,39778.490196078434,165675.0,6251784.0,WWW.LOLLYPOP.ORG,154,10285845.0,100.0,26.666666666666668,60.0,,
247,160743231,Young Mens Christian Association Buffalo Niagara,BUFFALO,NY,1677801600000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,719.0,15.0,77.0,23.0,,7.0,,570.0,18.0,,9.0,,495.0,224.0,,,,,,,,,,,,,,,,182985.0,233141.5,21.51332988764334,66.66666666666666,33.33333333333333,11233.20982142857,262600.0,13230463.0,WWW.YMCABUFFALONIAGARA.ORG,1123,28806212.0,,22.857142857142858,36.36363636363637,,
248,160743930,Via Visually Impaired Advancement,BUFFALO,NY,1667952000000000000,White/Caucasian/European,Female,,"Gay, Lesbian, Bisexual, or other sexual orientations in the LGBTQIA+ community",Person without a disability,,,,,,20.0,2.0,2.0,1.0,,,,15.0,,,,,7.0,13.0,,,,,,,,,,,,3.0,17.0,,,5.0,,,,,,,5.0,,,,,4.0,1.0,,,,,,,,,,,,,5.0,,,118.0,0.0,20.0,5.0,,1.0,,88.0,4.0,,,,76.0,42.0,,,,,,,,,,,,50.0,68.0,,,247079.0,0.0,-1.0,0.0,100.0,26035.134831460673,247079.0,4881333.0,HTTP://WWW.VIAWNY.ORG/,179,14987718.0,0.0,18.75,87.5,,
249,160758844,Chautauqua Institution,Chautauqua,NY,1654180834000000000,White/Caucasian/European,Male,Not transgender (cisgender),"Gay, Lesbian, Bisexual, or other sexual orientations in the LGBTQIA+ community",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,0.0,0.0,0.0,,0.0,,11.0,0.0,,0.0,0.0,5.0,6.0,0.0,0.0,0.0,,,,,,,,,,,,,210.0,1.0,1.0,,,2.0,,158.0,,,48.0,,107.0,103.0,,,,,,,,,,,,,,,,188496.0,243828.83333333334,22.693310129441898,50.0,50.0,14427.763274336283,433344.0,15485270.0,WWW.CHQ.ORG,916,47780826.0,75.0,36.36363636363637,57.14285714285714,100.0,
251,161004090,Bestself Behavioral Health Inc,Buffalo,NY,1613058395000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,15.0,,2.0,,,,,12.0,,,1.0,,8.0,7.0,,,,,15.0,,,,,,,,,,,10.0,0.0,1.0,0.0,,0.0,,9.0,0.0,,,,7.0,3.0,,,,0.0,10.0,,,1.0,9.0,,,0.0,10.0,,,1141.0,23.0,165.0,134.0,,3.0,,697.0,32.0,,87.0,,,,,,,,,,,,,,,,,,,266460.5714285714,286387.3333333333,6.957975994548837,30.0,70.0,40856.8665720369,376328.0,60291711.0,WWW.BESTSELFWNY.ORG,1419,78008732.0,80.0,50.0,66.66666666666666,100.0,
252,161004825,Child & Family Services of Erie County,Buffalo,NY,1569456000000000000,Hispanic/Latino/Latina/Latinx,Male,Decline to state,Decline to state,Person without a disability,,,,,,24.0,0.0,1.0,1.0,,0.0,,22.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,5.0,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,328.0,121.0,,,301.0,,,,,,,,,,,,,207522.57142857142,316706.0,34.47469532355831,22.22222222222222,77.77777777777779,32094.27115716753,397065.0,20668653.0,WWW.CFSBNY.ORG,588,28079728.0,80.0,62.5,63.63636363636363,,
253,161095750,Summit Center Inc,GETZVILLE,NY,1651227063000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,14.0,,1.0,,,,,13.0,,,,,4.0,10.0,,,,,14.0,,,1.0,13.0,,,,,,14.0,5.0,,,,,,,5.0,,,,,4.0,1.0,,,,,5.0,,,,5.0,,,,5.0,,,455.0,1.0,32.0,12.0,,2.0,,402.0,6.0,,,,,,,,,,,,,,,,,,,,,168612.5,289562.0,41.769810955857466,33.33333333333333,66.66666666666666,38453.60136286201,289562.0,23199051.0,WWW.THESUMMITCENTER.ORG,590,28256004.0,100.0,33.33333333333333,37.5,,
254,161395992,Center for Community Alternatives,SYRACUSE,NY,1675900800000000000,White/Caucasian/European,Male,Not transgender (cisgender),,,,,,,,40.0,,13.0,1.0,,,,24.0,,2.0,,,14.0,26.0,,,,,,,,,,,,,,,,10.0,,1.0,3.0,,0.0,,6.0,,,,,7.0,3.0,,,,,,,,,,,,,,,,137.0,4.0,65.0,18.0,,2.0,,48.0,0.0,,,,85.0,52.0,,,,,,,,,,,,2.0,135.0,,,0.0,311122.0,100.0,100.0,0.0,48769.27272727273,311122.0,7821590.0,HTTP://WWW.COMMUNITYALTERNATIVES.ORG/,155,12987614.0,100.0,40.0,28.57142857142857,,
255,161541024,Rise Against Hunger,Raleigh,NC,1681257600000000000,White/Caucasian/European,Male,Not transgender (cisgender),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,5.0,12.0,9.0,,,1.0,68.0,5.0,,,,,,,,,,,,,,,,,,,,,0.0,193532.5,100.0,100.0,0.0,39179.6975308642,279054.0,7121241.0,WWW.RISEAGAINSTHUNGER.ORG,166,47200303.0,,41.66666666666667,44.44444444444444,,
256,200049703,Wikimedia Foundation Org,San Francisco,CA,1642792583000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,0.0,1.0,1.0,,0.0,,5.0,2.0,,0.0,0.0,6.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,,425.0,40.0,20.0,19.0,,2.0,,177.0,23.0,,3.0,141.0,144.0,140.0,0.0,0.0,141.0,,,,,,,,,,,,,414108.3333333333,340209.6,-21.721530883706205,35.714285714285715,64.28571428571429,232910.95774647887,798632.0,88111413.0,WWW.WIKIMEDIAFOUNDATION.ORG,369,167911116.0,60.0,46.15384615384615,66.66666666666666,66.66666666666666,100.0
258,200234163,Nurse Family Partnership,Denver,CO,1678980600000000000,Decline to state,Decline to state,Decline to state,Decline to state,,,,,,,9.0,1.0,2.0,1.0,,,,5.0,,,,,4.0,5.0,,,,,,,,,,,,,,,,5.0,1.0,,,,,,4.0,,,,,5.0,,,,,,,,,,,,,,,,,162.0,8.0,17.0,10.0,,3.0,,118.0,6.0,,,,133.0,29.0,,,,,,,,,,,,,,,,205641.0,243493.0,15.545416089990265,27.27272727272727,72.72727272727273,90778.953125,332647.0,19805166.0,WWW.NURSEFAMILYPARTNERSHIP.ORG,203,80252841.0,80.0,64.28571428571429,40.0,100.0,
259,200243438,Thomas Edison and Henry Ford Winter Estates Inc,Fort Myers,FL,1591009919000000000,White/Caucasian/European,Male,,Heterosexual or Straight,Person without a disability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,2.0,,,,,,2.0,,,,,,,,,,,,,2.0,,,86.0,,1.0,3.0,,,,72.0,,,10.0,,47.0,39.0,,,,,,,,,,,,,,,,0.0,153993.0,100.0,100.0,0.0,30817.520833333332,153993.0,3112475.0,WWW.EDISONFORDWINTERESTATES.ORG,97,6284450.0,0.0,53.84615384615385,20.0,,
266,200788352,82Nd Street Academics,Jackson Heights,NY,1636637195000000000,White/Caucasian/European,Male,Not transgender (cisgender),"Gay, Lesbian, Bisexual, or other sexual orientations in the LGBTQIA+ community",Person without a disability,,,,,,10.0,2.0,2.0,2.0,,,,4.0,,,,,3.0,7.0,,,,,10.0,,,1.0,9.0,,,,10.0,,,11.0,3.0,,5.0,,,,3.0,,,,,8.0,3.0,,,,,11.0,,,1.0,10.0,,,,11.0,,,98.0,18.0,6.0,53.0,,3.0,,15.0,3.0,,,,69.0,29.0,,,,,98.0,,,2.0,,,96.0,,98.0,,,0.0,174608.0,100.0,100.0,0.0,15574.484848484848,174608.0,2230440.0,WWW.82NDST.COM,133,2621983.0,,0.0,50.0,,
274,201734070,Third Way,Washington,DC,1615892813000000000,White/Caucasian/European,Male,,,,,,,,,32.0,0.0,2.0,1.0,,0.0,,29.0,,,,,6.0,26.0,,,,,,,,,,,,,,,,8.0,,1.0,,,,,7.0,,,,,3.0,5.0,,,,,,,,,,,,,,,,53.0,2.0,8.0,4.0,,0.0,,39.0,,,,,26.0,26.0,1.0,,,,,,,,,,,,,,,259101.33333333334,347000.6666666667,25.331171313791906,66.66666666666666,33.33333333333333,71481.11392405063,449101.0,8506316.0,WWW.THIRDWAY.ORG,88,27422767.0,40.0,23.52941176470588,25.0,0.0,
275,201903332,New Heights Youth Inc,New York,NY,1693958400000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,White/Caucasian/European,Male,Not transgender (cisgender),Decline to state,Decline to state,23.0,1.0,6.0,0.0,0.0,0.0,0.0,16.0,0.0,,,,3.0,20.0,0.0,,,0.0,23.0,,,,,,,,,,,4.0,,,,,,,4.0,,,,,1.0,3.0,0.0,,,0.0,4.0,,,,,,,,,,,58.0,2.0,36.0,4.0,,,,8.0,8.0,,,,12.0,46.0,,,,,58.0,,,,,,,,,,,157924.0,188362.0,16.159310264278357,66.66666666666666,33.33333333333333,17329.453125,188756.0,1643733.0,WWW.NEWHEIGHTSNYC.ORG,67,4209768.0,50.0,23.52941176470588,0.0,,
281,202917263,St Judes Ranch for Children-Nevada Region Inc,BOULDER CITY,NV,1645022982000000000,Hispanic/Latino/Latina/Latinx,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,10.0,,,,,,,,,,,,4.0,6.0,,,,,,,,,,,,,,,,2.0,,,1.0,,,,1.0,,,,,2.0,,,,,,2.0,,,,2.0,,,,2.0,,,54.0,1.0,17.0,11.0,,2.0,,16.0,5.0,,2.0,,38.0,16.0,,,,,,,,,,,,,,,,153311.0,0.0,-1.0,0.0,100.0,28675.97619047619,153311.0,2562093.0,WWW.STJUDESRANCH.ORG,85,8139127.0,,33.33333333333333,75.0,,
282,203076690,International Council On Clean Transportation,Washington,DC,1647019856000000000,White/Caucasian/European,Male,Not transgender (cisgender),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,8.0,1.0,,,4.0,5.0,7.0,,,1.0,,,,,,,,,,,,,123.0,33.0,4.0,5.0,,0.0,,37.0,4.0,,1.0,39.0,56.0,55.0,,,12.0,,,,,,,,,,,,,206682.75,232924.0,11.266013807078703,55.55555555555556,44.44444444444444,91664.75,402813.0,7857895.0,WWW.THEICCT.ORG,73,15647679.0,40.0,66.66666666666666,50.0,,
289,203455598,Benefits Data Trust,PHILADELPHIA,PA,1610638422000000000,Black/African American,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,1.0,1.0,1.0,,,,13.0,1.0,,,,,,,,,,,,,,,,,,,,,256.0,13.0,71.0,45.0,,1.0,,118.0,8.0,,,,,,,,,,,,,,,,,,,,,213534.0,246130.0,13.243407955145656,36.36363636363637,63.63636363636363,69046.67335243554,359001.0,26576547.0,WWW.BDTRUST.ORG,360,45979280.0,60.0,42.857142857142854,25.0,60.0,
295,203963417,Chaldean Community Foundation,Sterling Heights,MI,1666051200000000000,Chaldean,Male,,Heterosexual or Straight,Person without a disability,,,,,,7.0,,,,,,,2.0,,5.0,,,1.0,6.0,,,,,7.0,,,,,,,,,,,10.0,1.0,1.0,,,,,2.0,,6.0,,,8.0,2.0,,,,,10.0,,,,,,,,,,,64.0,1.0,1.0,,,,,8.0,2.0,52.0,,,41.0,23.0,,,,,,,,,,,,,,,,0.0,262039.0,100.0,100.0,0.0,41059.720430107525,262039.0,4080593.0,WWW.CHALDEANFOUNDATION.ORG,94,8333804.0,,25.0,0.0,,
296,204023482,Soles 4 Souls,OLD HICKORY,TN,1643297573000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,4.0,,1.0,,,1.0,4.0,,,,,,,,1.0,4.0,,,,,,,64.0,,9.0,2.0,,,,50.0,,3.0,,,34.0,30.0,,,,,,,,5.0,23.0,,36.0,3.0,27.0,,34.0,244234.0,286392.0,14.720383250928798,80.0,20.0,64953.149253731346,387256.0,5741663.0,WWW.SOLES4SOULS.ORG,72,92759575.0,33.33333333333333,57.14285714285714,16.666666666666664,,
297,204040597,Rocketship Education,Redwood City,CA,1683849600000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,,,,,,,18.0,1.0,3.0,6.0,,,,8.0,,,,,8.0,10.0,,,,,,,,,,,,,,,,13.0,,5.0,4.0,,,,4.0,,,,,5.0,8.0,,,,,,,,,,,,,,,,1312.0,,,,,,,,,,,,1053.0,259.0,,,,,,,,,,,,,,,,231549.4,268982.5,13.916555909771084,28.57142857142857,71.42857142857143,62033.39160839161,308725.0,81532687.0,HTTPS://WWW.ROCKETSHIPSCHOOLS.ORG,1294,138926108.0,80.0,58.333333333333336,16.666666666666664,,
300,204464054,Washington Yu Ying Public Charter School,Washington,DC,1658499996000000000,White/Caucasian/European,Female,Not transgender (cisgender),,,,,,,,13.0,3.0,5.0,,,,,5.0,,,,,7.0,6.0,,,,,,,,,,,,,,,,3.0,,1.0,,,,,2.0,,,,,3.0,,,,,,,,,,,,,,,,,106.0,47.0,29.0,7.0,,,,23.0,,,,,,,,,,,,,,,,,,,,,,197373.0,0.0,-1.0,0.0,100.0,39857.48598130841,197373.0,8726875.0,WWW.WASHINGTONYUYING.ORG,215,13208486.0,100.0,44.44444444444444,75.0,,
302,204562686,LA Promise Fund,LOS ANGELES,CA,1620038512000000000,Decline to state,Decline to state,Decline to state,Decline to state,Decline to state,,,,,,25.0,,,,,,,,,,25.0,,,,,25.0,,,,25.0,,,,25.0,,,,25.0,,6.0,,,,,,,,,,6.0,,,,,6.0,,,,6.0,,,,6.0,,,,6.0,,50.0,,,,,,,,,,50.0,,,,,50.0,,,,50.0,,,,50.0,,,,50.0,,183245.66666666666,0.0,-1.0,0.0,100.0,56881.13953488372,229970.0,7887404.0,WWW.LAPROMISEFUND.ORG,132,15071176.0,75.0,45.0,75.0,,
