,EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME,ein,org_name,city,state_code,dei_last_updated,race_leader,gender1_leader,gender2_leader,orientation_leader,disability_status_leader,race_coleader,gender1_coleader,gender2_coleader,orientation_coleader,disability_status_coleader,total_board,asian_board,black_board,hispanic_board,middle_eastern_board,native_american_board,pacific_islander_board,white_board,multi_racial_board,other_ethnicity_board,race_decline_to_state_board,race_unknown_board,female_board,male_board,non_binary_board,gender_decline_to_state_board,gender_unknown_board,trans_board,cis_board,gender2_decline_to_state_board,gender2_unknown_board,lgbtqia_board,straight_board,orientation_decline_to_state_board,orientation_unknown_board,with_disability_board,without_disability_board,disability_decline_to_state_board,disability_unknown_board,total_senior_staff,asian_senior_staff,black_senior_staff,hispanic_senior_staff,middle_eastern_senior_staff,native_american_senior_staff,pacific_islander_senior_staff,white_senior_staff,multi_racial_senior_staff,other_ethnicity_senior_staff,race_decline_to_state_senior_staff,race_unknown_senior_staff,female_senior_staff,male_senior_staff,non_binary_senior_staff,gender_decline_to_state_senior_staff,gender_unknown_senior_staff,trans_senior_staff,cis_senior_staff,gender2_decline_to_state_senior_staff,gender2_unknown_senior_staff,lgbtqia_senior_staff,straight_senior_staff,orientation_decline_to_state_senior_staff,orientation_unknown_senior_staff,with_disability_senior_staff,without_disability_senior_staff,disability_decline_to_state_senior_staff,disability_unknown_senior_staff,total_staff,asian_staff,black_staff,hispanic_staff,middle_eastern_staff,native_american_staff,pacific_islander_staff,white_staff,multi_racial_staff,other_ethnicity_staff,race_decline_to_state_staff,race_unknown_staff,female_staff,male_staff,non_binary_staff,gender_decline_to_state_staff,gender_unknown_staff,trans_staff,cis_staff,gender2_decline_to_state_staff,gender2_unknown_staff,lgbtqia_staff,straight_staff,orientation_decline_to_state_staff,orientation_unknown_staff,with_disability_staff,without_disability_staff,disability_decline_to_state_staff,disability_unknown_staff,average_female_salary,average_male_salary,pay_gap,percent_male,percent_female,total_compensation,web_address,num_employees,total_revenue
230,300102842,FLOATING HOSPITAL FOUNDATION INC,,2101 41ST AVE,LONG IS CITY,NY,11101-4801,0,3,3,1000,200303,1,17,0,1,1,202112.0,6,6,1,0,12,1502450.0,3880605.0,3880605.0,E112,,300102842,Floating Hospital Foundation Inc,Long Island City,NY,1646927209000000000,White/Caucasian/European,Male,Not transgender (cisgender),Decline to state,Person without a disability,,,,,,13.0,2.0,1.0,,,,,10.0,,,,,11.0,2.0,,,,,,,13.0,,,13.0,,,,13.0,,5.0,,2.0,,,,,3.0,,,,,3.0,2.0,,,,,,5.0,,,,5.0,,,,5.0,,209.0,25.0,71.0,68.0,,2.0,,37.0,6.0,,,,,,,209.0,,,,209.0,,,,209.0,,,,209.0,,0.0,231181.0,100.0,1.0,0.0,304739,WWW.THEFLOATINGHOSPITAL.ORG,3,3880605
231,300728021,GIRLS WHO CODE INC,% RESHMA SAUJANI,1250 BROADWAY FL 17,NEW YORK,NY,10001-3749,0,3,3,1000,201207,1,15,0,1,1,202112.0,9,8,1,0,12,56064304.0,44192479.0,28119627.0,P30,,300728021,Girls Who Code Inc,NEW YORK,NY,1648740250000000000,Black/African American,Female,Not transgender (cisgender),,,,,,,,17.0,2.0,4.0,2.0,,,,9.0,,,,,8.0,9.0,,,,,,,,,,,,,,,,5.0,,1.0,1.0,,,,2.0,1.0,,,,3.0,2.0,,,,,,,,,,,,,,,,54.0,8.0,7.0,15.0,,0.0,,20.0,,,4.0,,50.0,4.0,,,,,,,,,,,,,,,,229780.5,187131.66666666666,-22.790815735801,0.42857142857142855,0.5714285714285714,7599218,WWW.GIRLSWHOCODE.COM,337,28119627
232,300878820,TRANSCEND INC,% JEFFREY WETZLER,159 LINCOLN AVE,HASTINGS HDSN,NY,10706-2012,0,3,3,1000,201511,1,15,0,1,1,202206.0,8,8,1,0,6,40245682.0,37063244.0,36384149.0,B90,,300878820,Transcend Inc,Hastings ON Hudson,NY,1695340800000000000,,,,,,,,,,,11.0,,3.0,2.0,1.0,,0.0,5.0,,,,,4.0,7.0,,,,,,,,,,,,,,,,19.0,3.0,5.0,4.0,0.0,0.0,,7.0,,,,,9.0,10.0,,,,0.0,19.0,,,,,,,,,,,124.0,16.0,38.0,23.0,2.0,1.0,,41.0,,,1.0,2.0,93.0,30.0,1.0,,,,,,,10.0,114.0,,,,,,,210273.33333333334,264296.75,20.440439266342345,0.5714285714285714,0.42857142857142855,12110883,HTTP://WWW.TRANSCENDEDUCATION.ORG,79,36384149
233,311562134,KESSLER FOUNDATION INC,% RODGER DEROSE,120 EAGLE ROCK AVE STE 100,EAST HANOVER,NJ,07936-3147,0,3,3,1000,199810,1,12,161000000,1,1,202112.0,9,9,1,0,12,315632583.0,52447132.0,38357245.0,P20,,311562134,Kessler Foundation Inc,East Hanover,NJ,1665964800000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,22.0,,1.0,,,,,21.0,,,,,7.0,15.0,,,,,22.0,,,,,,,1.0,21.0,,,8.0,,,,,,,7.0,1.0,,,,5.0,3.0,,,,,8.0,,,,,,,,8.0,,,171.0,22.0,11.0,14.0,,1.0,,118.0,5.0,,,,107.0,62.0,2.0,,,,,,,,,,,18.0,153.0,,,270015.28571428574,493036.6666666667,45.23423834989573,0.3,0.7,17096507,WWW.KESSLERFOUNDATION.ORG,207,38357245
234,320077563,INNOCENCE PROJECT INC,,40 WORTH ST RM 701,NEW YORK,NY,10013-2994,0,3,3,1000,200712,1,15,0,1,1,202206.0,9,8,1,0,6,89892529.0,42953731.0,42317102.0,P20,,320077563,Innocence Project Inc,New York,NY,1636383471000000000,Black/African American,Female,,,,,,,,,18.0,,6.0,,,,,12.0,,,,,5.0,13.0,,,,,,,,,,,,,,,,5.0,,2.0,1.0,,,,2.0,,,,,3.0,2.0,,,,,,,,,,,,,,,,80.0,9.0,14.0,14.0,,,,33.0,10.0,,,,61.0,19.0,,,,,,,,,,,,,,,,252045.25,255485.0,1.3463608431023348,0.2727272727272727,0.7272727272727273,14018141,WWW.INNOCENCEPROJECT.ORG,112,42317102
235,364709977,CDP NORTH AMERICA INC,% TERESA YUNG,127 W 26TH ST RM 300,NEW YORK,NY,10001-6881,0,3,3,2000,201204,1,15,0,1,1,202303.0,8,8,1,0,3,39366711.0,33180320.0,27245305.0,C60,,364709977,Cdp North America Inc,New York,NY,1694209901000000000,Black/African American,Female,Not transgender (cisgender),Heterosexual or Straight,,,,,,,4.0,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,8.0,1.0,1.0,,,,,6.0,,,,,6.0,2.0,,,,,,,,,,,,,,,,127.0,21.0,13.0,15.0,,,,71.0,7.0,,,,82.0,45.0,,,,,,,,,,,,,,,,194322.5,167018.5,-16.347889605043754,0.3333333333333333,0.6666666666666666,7053887,WWW.CDP.NET/EN,96,35828788
236,421772557,GLOBAL POVERTY PROJECT INC,% EDUARD TAUBE,740 BROADWAY STE 400,NEW YORK,NY,10003-9518,0,3,3,1200,201105,1,15,0,1,1,202112.0,8,9,1,0,12,26229156.0,91653759.0,91596868.0,V30,,421772557,Global Poverty Project Inc,New York,NY,1615686814000000000,White/Caucasian/European,Male,Decline to state,Decline to state,Person without a disability,,,,,,21.0,,,,,,,,,,,,7.0,14.0,,,,,,,21.0,,,,21.0,,,,21.0,19.0,,,,,,,,,,19.0,,,,,19.0,,,,,19.0,,,,19.0,,,,19.0,88.0,,,,,,,,,,88.0,,,,,88.0,,,,,88.0,,,,88.0,,,,88.0,318935.75,295979.5,-7.756027022141736,0.6,0.4,12809934,WWW.GLOBALCITIZEN.ORG,138,91596868
237,452736163,NEW CLASSROOMS INNOVATION PARTNERS INC,% JOEL E ROSE,344 GROVE ST 65400,JERSEY CITY,NJ,07302-5923,0,3,3,1000,201207,1,15,0,1,1,202206.0,8,8,1,0,6,11258680.0,12926104.0,10051232.0,B02,,452736163,New Classrooms Innovation Partners Inc,VERONA,NJ,1614792868000000000,White/Caucasian/European,Male,,,,,,,,,12.0,,2.0,,,,,,1.0,,9.0,,4.0,8.0,,,,,,,,,,,,,,,,10.0,,,,,,,9.0,1.0,,,,5.0,5.0,,,,,,,,,,,,,,,,89.0,9.0,9.0,5.0,,1.0,,65.0,,,,,49.0,40.0,,,,,,,,,,,,,,,,219172.33333333334,254654.0,13.933284639811925,0.625,0.375,7476648,NEWCLASSROOMS.ORG,112,10051232
238,453199958,MICHAELS COMMUNITY SERVICES CORPORATION,% JOSEPH PURCELL,PO BOX 90708,CAMDEN,NJ,08101-0700,0,3,3,1000,201203,1,16,0,1,1,202203.0,8,7,1,0,3,48473807.0,8637574.0,8637574.0,L80,BETTER TOMORROWS,453199958,Michaels Community Services Corporation,Camden,NJ,1622195005000000000,White/Caucasian/European,Female,Not transgender (cisgender),,,,,,,,7.0,1.0,1.0,,,,,5.0,,,,,2.0,5.0,,,,,,,,,,,,,,,,8.0,,2.0,,,,,6.0,,,,,6.0,2.0,,,,,,,,,,,,,,,,100.0,3.0,56.0,9.0,,,,25.0,7.0,,,,,,,,,,,,,,,,,,,,,153009.0,0.0,-1.0,0.0,1.0,5081911,WWW.BETTERTOMORROWS.ORG,151,8637574
239,453813436,CENTER FOR POPULAR DEMOCRACY,% CHRISTINE HABIB,449 TROUTMAN ST STE A,BROOKLYN,NY,11237-2790,0,3,3,1000,201212,1,15,0,1,1,202112.0,8,8,1,0,12,34539307.0,29210184.0,29210184.0,W012,,453813436,Center for Popular Democracy,Brooklyn,NY,1593441267000000000,White/Caucasian/European,Male,Not transgender (cisgender),Decline to state,,Hispanic/Latino/Latina/Latinx,Female,Not transgender (cisgender),"Gay, Lesbian, Bisexual, or other sexual orientations in the LGBTQIA+ community",Decline to state,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,1.0,3.0,2.0,,,,6.0,1.0,,,,10.0,3.0,,,,,,,,,,,,,,,,105.0,9.0,22.0,22.0,,,,42.0,6.0,4.0,,,68.0,33.0,4.0,,,4.0,101.0,,,,,,,,,,,205763.4,185821.33333333334,-10.731849949054997,0.375,0.625,14695875,WWW.POPULARDEMOCRACY.ORG,144,29210184
240,461657101,SANDY HOOK PROMISE FOUNDATION,% TIM MAKRIS,PO BOX 3489,NEWTOWN,CT,06470-3489,0,3,3,1000,201303,1,15,0,1,1,202206.0,8,8,1,0,6,20925465.0,27716877.0,25529583.0,I20,,461657101,Sandy Hook Promise Foundation,Newtown,CT,1635846424000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,9.0,,,,,,,4.0,,,1.0,4.0,2.0,7.0,,,,,5.0,,4.0,,4.0,1.0,4.0,1.0,4.0,,4.0,6.0,,,,,,,5.0,1.0,,,,4.0,2.0,,,,,,,,,,,,,1.0,,5.0,81.0,4.0,14.0,12.0,,,,46.0,4.0,,1.0,,56.0,25.0,,,,,,,,,,,,1.0,8.0,3.0,69.0,178407.33333333334,158759.5,-12.37584732462205,0.4,0.6,7898194,HTTP://WWW.SANDYHOOKPROMISE.ORG,97,25529583
241,461904997,PROSPECTS OPPORTUNITY AND ENRICHMENT INC,% REBECCA L CIOTA,25 PROSPECT ST,RIDGEFIELD,CT,06877-4509,0,3,3,1000,201305,1,16,0,1,1,202212.0,7,7,1,0,12,7799112.0,5107065.0,3340795.0,P80,THE PROSPECTOR THEATER,461904997,Prospects Opportunity and Enrichment Inc,Ridgefield,CT,1687996800000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person with a disability,,,,,,3.0,,,,,,,3.0,,,,,1.0,2.0,,,,,3.0,,,,3.0,,,1.0,2.0,,,7.0,1.0,,,,,,6.0,,,,,3.0,4.0,,,,,7.0,,,,,,,3.0,4.0,,,122.0,1.0,1.0,4.0,,,,112.0,4.0,,,,52.0,70.0,,,,,122.0,,,,,,,79.0,39.0,4.0,,0.0,183714.0,100.0,1.0,0.0,3603635,WWW.PROSPECTORTHEATER.ORG,132,3340795
242,474657747,SIGHTSAVERS INC,% CHAPEL AND YORK LTD,1 BOSTON PL STE 2600,BOSTON,MA,02108-4420,0,3,3,1000,201511,1,15,0,1,1,202212.0,6,8,1,0,12,3088961.0,38408510.0,38408510.0,G41,,474657747,Sightsavers Inc,Boston,MA,1643197941000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,15.0,2.0,3.0,,,,,10.0,,,,,8.0,7.0,,,,,,,,,,,,3.0,12.0,,,14.0,2.0,3.0,0.0,,0.0,,9.0,0.0,,0.0,0.0,6.0,8.0,,,,,,,,,,,,,14.0,,,733.0,94.0,261.0,1.0,,0.0,,267.0,10.0,,96.0,4.0,368.0,365.0,0.0,0.0,0.0,,,,,,,,,34.0,619.0,10.0,70.0,0.0,173177.0,100.0,1.0,0.0,185508,SIGHTSAVERS.ORG,1,38408510
243,521736502,PARTNERSHIP TO END ADDICTION,,711 3RD AVE RM 500,NEW YORK,NY,10017-9212,0,3,3,1200,199107,1,15,161000000,1,1,202212.0,9,9,1,0,12,66554532.0,150405714.0,17632537.0,F010,,521736502,Partnership To End Addiction,NEW YORK,NY,1618479412000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,1.0,0.0,,0.0,,6.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,7.0,,99.0,7.0,10.0,9.0,,0.0,,59.0,5.0,,9.0,0.0,,,,,,,,,,,,,,,,99.0,,238334.8,270761.4,11.976079308202731,0.5,0.5,11079929,WWW.DRUGFREE.ORG,115,16194669
244,521801849,FOUNDATIONS INC,,701 E GATE DR STE 300,MOUNT LAUREL,NJ,08054-3838,0,3,3,1000,199303,1,15,429000000,1,1,202208.0,7,7,1,0,8,5648195.0,9089546.0,9086807.0,,,521801849,Foundations Inc,Mount Laurel,NJ,1657238400000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,9.0,0.0,4.0,0.0,,0.0,,5.0,0.0,,,,4.0,5.0,0.0,,,,,,,,,,,,,,,10.0,0.0,1.0,1.0,,0.0,,8.0,0.0,,,,6.0,4.0,0.0,,,,,,,,,,,0.0,10.0,,,383.0,6.0,176.0,13.0,,0.0,,175.0,3.0,,0.0,10.0,258.0,125.0,0.0,,,,,,,,,,,,383.0,,,257247.0,194849.0,-32.02377225441239,0.5,0.5,5497980,WWW.FOUNDATIONSINC.ORG,485,9086807
245,611556042,AMERICAN CORPORATE PARTNERS,,140 E 45TH ST STE 21,NEW YORK,NY,10017-7174,0,3,3,2000,200809,1,15,0,1,1,202212.0,8,7,1,0,12,13766372.0,7323867.0,7323867.0,P99,,611556042,American Corporate Partners,New York,NY,1674000000000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,14.0,,1.0,,,,,12.0,1.0,,,,5.0,9.0,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,6.0,2.0,,,,,,,,,,,,,,,,68.0,2.0,6.0,2.0,,,,58.0,,,,,43.0,25.0,,,,,,,,,,,,,,,,151231.0,0.0,-1.0,0.0,1.0,3674895,WWW.ACP-USA.ORG,81,6198246
246,651203744,ACHIEVEMENT FIRST INC,,470 JAMES ST STE 7,NEW HAVEN,CT,06513-3175,0,3,3,2000,200405,1,11,0,1,1,202206.0,9,8,1,0,6,52266888.0,47620076.0,47620076.0,B29,,651203744,Achievement First Inc,NEW HAVEN,CT,1683712756000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.0,22.0,66.0,33.0,,,,122.0,11.0,,,35.0,,,,,,,,,,,,,,,,,,320763.2,269656.6666666667,-18.95244570256004,0.375,0.625,34119568,WWW.ACHIEVEMENTFIRST.ORG,378,47620076
247,800478843,CHILD MIND INSTITUTE INC,% MARYNANA GELLER,101 E 56TH ST,NEW YORK,NY,10022-2661,0,3,3,2000,200911,1,15,0,1,1,202209.0,9,9,1,0,9,59064641.0,90174996.0,71051674.0,F01,,800478843,Child Mind Institute Inc,New York,NY,1659398400000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,,,,,,,35.0,,,,,,,,,,,,18.0,17.0,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,10.0,10.0,,,,,,,,,,,,,,,,291.0,19.0,18.0,37.0,,,,154.0,9.0,,54.0,,105.0,16.0,,170.0,,,,,,,,,,,,,,239323.6,380634.4,37.125073298682416,0.5,0.5,13565423,WWW.CHILDMIND.ORG,140,40013749
248,800951255,FIRST LOOK MEDIA WORKS INC,,114 5TH AVENUE,NEW YORK,NY,10011-5604,0,3,3,1000,201511,1,15,0,1,1,202112.0,7,8,1,0,12,8923263.0,13712748.0,13712748.0,A33,,800951255,First Look Media Works Inc,New York,NY,1646299601000000000,White/Caucasian/European,Male,Not transgender (cisgender),Decline to state,Person without a disability,,,,,,3.0,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,10.0,,1.0,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,72.0,10.0,4.0,7.0,,,,45.0,6.0,,,,,,,,,,,,,,,,,,,,,287836.5,307673.71428571426,6.44748425511998,0.6363636363636364,0.36363636363636365,17413540,www.firstlook.org,93,13712748
249,821719128,NEWARK COMMUNITY STREET TEAM INC,% ELIZABETH REUBMAN,915 S 16TH ST,NEWARK,NJ,07108-1120,0,3,3,2000,201904,1,15,0,1,1,202112.0,6,7,1,0,12,3258359.0,5400208.0,5347326.0,I20,NCST,821719128,Newark Community Street Team Inc,NEWARK,NJ,1684195200000000000,Black/African American,Male,,,,Black/African American,Male,,,,6.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,1.0,5.0,0.0,0.0,0.0,,,,,,,,,,,,,15.0,0.0,8.0,2.0,0.0,0.0,0.0,3.0,2.0,,0.0,,7.0,8.0,,,,,,,,,,,,,,,,112.0,0.0,77.0,9.0,1.0,3.0,1.0,12.0,,,9.0,,56.0,42.0,,14.0,,,,,,,,,,,,,,173484.0,0.0,-1.0,0.0,1.0,2142716,www.newarkcommunitystreetteam.org,104,5400208
250,822167556,INTERNATIONAL REFUGEE ASSISTANCE PROJECT INC,,ONE BATTERY PARK PLAZA 33RD FLOOR,NEW YORK,NY,10004-1416,0,3,3,1000,201808,1,15,0,1,1,202208.0,9,9,1,0,8,72263409.0,66214216.0,66214216.0,P20,IRAP,822167556,International Refugee Assistance Project Inc,NEW YORK,NY,1695859200000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,18.0,0.0,0.0,0.0,4.0,0.0,0.0,8.0,0.0,6.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,,18.0,,0.0,1.0,17.0,,0.0,4.0,13.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.0,30.0,4.0,10.0,36.0,0.0,0.0,22.0,,,0.0,2.0,82.0,20.0,2.0,0.0,0.0,2.0,102.0,0.0,0.0,33.0,69.0,0.0,2.0,43.0,61.0,0.0,0.0,212037.22222222222,187968.0,-12.804957344985432,0.1,0.9,12698623,REFUGEERIGHTS.ORG,88,66214216
251,830396815,PROJECT HEALTHY CHILDREN INC,% DAVID DODSON,200 FRIBERG PKWY STE 4006,WESTBOROUGH,MA,01581-3911,0,3,3,1000,200411,1,15,0,1,1,202209.0,8,7,1,0,9,11158993.0,5788977.0,5788977.0,Q33,,830396815,Project Healthy Children Inc,Westborough,MA,1678752000000000000,White/Caucasian/European,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,6.0,,,,,2.0,,,,,4.0,4.0,,,,,,,,,,,,,,,,100.0,,96.0,,,,,4.0,,,,,40.0,60.0,,,,,,,,,,,,,,,,0.0,168315.0,100.0,1.0,0.0,214168,WWW.PROJECTHEALTHYCHILDREN.ORG,2,12496884
252,841648607,EDUCATE,,195 MONTAGUE STREET 14TH FLOOR SUI,BROOKLYN,NY,11201-3631,0,3,3,1200,200504,1,15,0,5,1,202112.0,8,7,1,0,12,12591345.0,6072389.0,6072389.0,Q33,,841648607,Educate,Brooklyn,NY,1674172800000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,,,,,,,7.0,1.0,3.0,,,,,3.0,,,,,3.0,4.0,,,,,,,,,,,,,,,,18.0,,12.0,,,,,6.0,,,,,9.0,9.0,,,,,,,,,,,,,,,,190.0,,180.0,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,0.0,176802.0,100.0,1.0,0.0,3778939,https://www.experienceeducate.org/,23,6072389
253,943139952,OUTRIGHT ACTION INTERNATIONAL,% MICHAEL WILKE,216 E 45TH STREET 17TH FL,NEW YORK,NY,10017-3304,0,3,3,1000,199602,1,15,320000000,1,1,202206.0,8,8,1,0,6,25586524.0,15737826.0,15537014.0,Z99Z,,943139952,Outright Action International,NEW YORK,NY,1690329600000000000,Decline to state,Decline to state,Decline to state,Decline to state,Decline to state,,,,,,22.0,4.0,4.0,2.0,,1.0,,11.0,,,,,9.0,11.0,2.0,,,1.0,21.0,,,21.0,1.0,,,,,22.0,,5.0,,,,,,,,,,5.0,,,,,5.0,,,,5.0,,,,5.0,,,,5.0,,50.0,,,,,,,,,,50.0,,,,,50.0,,,,50.0,,,,50.0,,,,50.0,,231683.33333333334,0.0,-1.0,0.0,1.0,2926869,www.outrightinternational.org,16,15537014
254,943346127,UPWARDLY GLOBAL,% VP FINANCE,505 8TH AVE RM 1704,NEW YORK,NY,10018-4529,0,3,3,2100,200003,1,16,0,1,1,202112.0,8,8,1,0,12,12593796.0,12063374.0,11973523.0,J21,,943346127,Upwardly Global,NEW YORK,NY,1658275200000000000,Asian/Asian American,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,14.0,5.0,1.0,2.0,,,,6.0,,,,,6.0,8.0,,,,,,,,,,,,,,,,6.0,1.0,2.0,,,,,3.0,,,,,5.0,1.0,,,,,6.0,,,,6.0,,,,,,,69.0,8.0,13.0,5.0,,0.0,,27.0,3.0,13.0,,,49.0,19.0,1.0,,,,69.0,,,3.0,66.0,,,,,,,172767.75,0.0,-1.0,0.0,1.0,5330143,WWW.UPWARDLYGLOBAL.ORG,83,11973523
255,980013401,ST STEPHENS SCHOOL CORPORATION,,244 FIFTH AVENUE 2296,NEW YORK,NY,10001-7604,0,3,3,2000,196308,1,11,46030000,1,1,202208.0,8,8,1,0,8,20842291.0,12571806.0,10138483.0,,,980013401,St Stephens School Corporation,NEW YORK,NY,1685447801000000000,White/Caucasian/European,Female,,,Person without a disability,,,,,,26.0,2.0,,,,,,24.0,,,,,12.0,14.0,,,,,,,,,,,,,,,,3.0,,,,,,,3.0,,,,,2.0,1.0,,,,,,,,,,,,,,,,92.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,89.0,,,0.0,299807.0,100.0,1.0,0.0,5836000,WWW.SSSROME.IT,20,10138483
256,113669999,MOSAIC,,4980 S 118TH ST A,OMAHA,NE,68137-2200,0,3,3,1000,200603,1,16,0,1,1,202206.0,9,9,1,0,6,190314841.0,342923216.0,340359750.0,L99,,113669999,Mosaic,OMAHA,NE,1649234881000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,17.0,,,,,,,,,,,17.0,,,,,17.0,,,,17.0,,,,17.0,,,,17.0,6.0,,,,,,,,,,,6.0,,,,,6.0,,,,6.0,,,,6.0,,,,6.0,3936.0,,,,,,,,,,,3936.0,,,,,3936.0,,,,3936.0,,,,3936.0,,,,3936.0,226477.04761904763,297748.6666666667,23.936839027866583,0.2222222222222222,0.7777777777777778,181491030,WWW.MOSAICINFO.ORG,5671,340359750
257,113748466,ACADEMY FOR GLOBAL CITIZENSHIP CHARTER SCHOOL,% SARAH ELIZABETH IPPEL,4647 W 47TH ST,CHICAGO,IL,60632-4847,0,3,3,2000,200609,1,11,0,1,1,202206.0,8,8,1,0,6,40738920.0,17260099.0,17260099.0,B29,,113748466,Academy for Global Citizenship Charter School,Chicago,IL,1663632000000000000,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,13.0,1.0,1.0,4.0,,0.0,,6.0,1.0,,,,8.0,5.0,,,,,,,,,,,,,,,,8.0,,,4.0,,,,4.0,,,,,6.0,2.0,,,,,,,,,,,,,,,,73.0,,3.0,49.0,,,,21.0,,,,,60.0,13.0,,,,,,,,,,,,,,,,176928.0,220707.0,19.835800405061914,0.5,0.5,5309996,WWW.AGCCHICAGO.ORG,95,17260099
258,131623838,ENGENDERHEALTH INC,% DANIEL DOUCETTE COO,505 9TH ST NW STE 601,WASHINGTON,DC,20004-2192,0,3,3,2800,195211,1,15,161180059,1,1,202206.0,8,8,1,0,6,16107514.0,30126993.0,26096101.0,Q023,,131623838,Engenderhealth Inc,Washington,DC,1686700800000000000,White/Caucasian/European,Female,Not transgender (cisgender),,Person without a disability,,,,,,16.0,1.0,2.0,1.0,,,,12.0,,,,,11.0,5.0,,,,,,,,,,,,,,,,5.0,,3.0,,,,,2.0,,,,,3.0,2.0,,,,,5.0,,,,5.0,,,,5.0,,,259.0,47.0,190.0,3.0,,,,19.0,,,,,124.0,135.0,,,,,,,,,,,,,,,,249102.25,204518.75,-21.79922378755004,0.3333333333333333,0.6666666666666666,13127646,WWW.ENGENDERHEALTH.ORG,58,26096101
259,131632524,AMERICAN LUNG ASSOCIATION,% LAURA SCOTT,55 W WACKER DR STE 1150,CHICAGO,IL,60601-1796,0,3,1,2800,194401,1,15,59179000,1,1,202206.0,9,9,1,0,6,215049116.0,146789377.0,129392936.0,G450,,131632524,American Lung Association,CHICAGO,IL,1634624290000000000,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,18.0,2.0,3.0,,,,,13.0,,,,,6.0,12.0,,,,,,,,,,,,,,,,7.0,,,,,,,7.0,,,,,5.0,2.0,,,,,7.0,,,,,,,,7.0,,,424.0,10.0,37.0,31.0,,,,338.0,8.0,,,,359.0,65.0,,,,,,,,,,,,,,,,258504.0,306225.1666666667,15.583685425375995,0.4,0.6,41926003,WWW.LUNG.ORG,647,129392936
260,131635294,UNITED WAY WORLDWIDE,% MARK D SUTTON,701 N FAIRFAX ST,ALEXANDRIA,VA,22314-2058,0,3,1,1000,193409,1,15,161180600,1,1,202112.0,9,9,1,0,12,83810591.0,121086069.0,113428823.0,T700,,131635294,United Way Worldwide,Alexandria,VA,1693180800000000000,Black/African American,Female,,,,,,,,,24.0,4.0,4.0,4.0,,,,12.0,,,,,10.0,14.0,,,,,,,,,,,,,,,,5.0,,3.0,,,,,2.0,,,,,5.0,,,,,,,,,,,,,,,,,143.0,12.0,41.0,11.0,,,,74.0,5.0,,,,103.0,40.0,,,,,,,,,,,,,,,,264008.4,650484.5454545454,59.41357840938153,0.6875,0.3125,33010911,WWW.UNITEDWAY.ORG,286,113428823
