ein,org_name,city,state_code,dei_last_updated,race_leader,gender1_leader,gender2_leader,orientation_leader,disability_status_leader,race_coleader,gender1_coleader,gender2_coleader,orientation_coleader,disability_status_coleader,total_board,asian_board,black_board,hispanic_board,middle_eastern_board,native_american_board,pacific_islander_board,white_board,multi_racial_board,other_ethnicity_board,race_decline_to_state_board,race_unknown_board,female_board,male_board,non_binary_board,gender_decline_to_state_board,gender_unknown_board,trans_board,cis_board,gender2_decline_to_state_board,gender2_unknown_board,lgbtqia_board,straight_board,orientation_decline_to_state_board,orientation_unknown_board,with_disability_board,without_disability_board,disability_decline_to_state_board,disability_unknown_board,total_senior_staff,asian_senior_staff,black_senior_staff,hispanic_senior_staff,middle_eastern_senior_staff,native_american_senior_staff,pacific_islander_senior_staff,white_senior_staff,multi_racial_senior_staff,other_ethnicity_senior_staff,race_decline_to_state_senior_staff,race_unknown_senior_staff,female_senior_staff,male_senior_staff,non_binary_senior_staff,gender_decline_to_state_senior_staff,gender_unknown_senior_staff,trans_senior_staff,cis_senior_staff,gender2_decline_to_state_senior_staff,gender2_unknown_senior_staff,lgbtqia_senior_staff,straight_senior_staff,orientation_decline_to_state_senior_staff,orientation_unknown_senior_staff,with_disability_senior_staff,without_disability_senior_staff,disability_decline_to_state_senior_staff,disability_unknown_senior_staff,total_staff,asian_staff,black_staff,hispanic_staff,middle_eastern_staff,native_american_staff,pacific_islander_staff,white_staff,multi_racial_staff,other_ethnicity_staff,race_decline_to_state_staff,race_unknown_staff,female_staff,male_staff,non_binary_staff,gender_decline_to_state_staff,gender_unknown_staff,trans_staff,cis_staff,gender2_decline_to_state_staff,gender2_unknown_staff,lgbtqia_staff,straight_staff,orientation_decline_to_state_staff,orientation_unknown_staff,with_disability_staff,without_disability_staff,disability_decline_to_state_staff,disability_unknown_staff,average_female_salary,average_male_salary,pay_gap,percent_male,percent_female,avg_employee_comp,highest_salary,total_compensation,web_address,num_employees,total_revenue,HighestCompensatedEmployeeInd_percent_female,IndividualTrusteeOrDirectorInd_percent_female,OfficerInd_percent_female,KeyEmployeeInd_percent_female,FormerOfcrDirectorTrusteeInd_percent_female,category,Average Salary,CEO Pay Ratio,Candid Reporting,Diversity Reporting,Highest Compensated,Officers,Pay Gap,Trustees,total_score
131825919,Cancer Care Inc,New York,NY,1.68264E+18,White/Caucasian/European,Female,Not transgender (cisgender),"Gay, Lesbian, Bisexual, or other sexual orientations in the LGBTQIA+ community",Person without a disability,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,27,,1,2,,,,24,,,,,12,15,,,,,27,,,,27,,,,27,,,6,,,1,,,,5,,,,,4,2,,,,,6,,,2,4,,,,6,,,92,,,,,,,,,,,,78,14,,,,,92,,,5,87,,,1,91,,,289362.6667,285147.5,-1.478240794,25,75,63053.10084,448460,9809790,WWW.CANCERCARE.ORG,127,20898719,80,47.82608696,50,66.66666667,,hospital,3,3,5,0,0,10,10,8,39
133366846,Gods Love We Deliver Inc,New York,NY,1.69779E+18,White/Caucasian/European,Male,,,,,,,,,32,5,3,1,,,,22,1,,,,15,17,,,,,,,,,,,,,,,,5,,1,,,,,4,,,,,3,2,,,,,,,,,,,,,,,,134,9,46,30,,,,48,1,,,,,,,,,,,,,,,,,,,,,245288.8,236620,-3.663595639,37.5,62.5,74166.68902,463319,14099641,WWW.GLWD.ORG,172,39537069,80,37.5,60,100,,other,4,3,5,5,0,6,10,6,39
116107128,Environmental Defense Fund Incorporated,New York,NY,1.69448E+18,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Decline to state,41,0,4,1,0,0,0,34,1,,1,,17,24,,,,,,,,,,,,,,,,40,0,2,1,,0,,37,0,,,,17,23,,,,,,,,,,,,,,,,835,82,61,58,,1,1,550,28,,4,50,561,271,,,3,,,,,,,,,,,,,476562.4,552798.3333,13.7909123,54.54545455,45.45454545,122093.6427,922022,114362944,WWW.EDF.ORG,901,284762302,40,53.84615385,37.5,66.66666667,,other,5,3,5,0,6,6,6,8,39
951691005,Hathaway-Sycamores Child and Family Services,PASADENA,CA,1.69802E+18,White/Caucasian/European,Female,Not transgender,,Person without a disability,,,,,,17,2,1,2,1,,,11,,,,,7,10,,,,,,,,5,12,,,,,,,9,3,2,1,,,,3,,,,,6,3,,,,,,,,,,,,,,,,630,43,101,334,,,,132,,,,20,,,,,,,,,,,,,,,,,,270724,223103.4,-21.34463213,50,50,56553.96354,461807,45902581,WWW.HATHAWAY-SYCAMORES.ORG,778,61200132,40,7.692307692,57.14285714,,,hospital,3,3,5,5,6,6,10,0,38
590808854,Heart of Florida United Way,Orlando,FL,1.69353E+18,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,Hispanic/Latino/Latina/Latinx,Female,,,,34,,6,8,,,,20,,,,,17,17,,,,,,,34,,,,34,,,,34,7,,1,1,,,,5,,,,,4,3,,,,,,,7,,,,7,,,,7,145,,38,51,,,,43,,,,13,118,27,,,,,,,145,,,,145,,,,145,217327,299497,27.43600103,50,50,41738.68153,429476,7586621,WWW.HFUW.ORG,161,21120938,60,45.16129032,33.33333333,,,other,2,2,5,5,6,4,6,8,38
521884438,Natureserve,Arlington,VA,1.66933E+18,White/Caucasian/European,Male,Not transgender (cisgender),,Person without a disability,,,,,,13,0,1,1,,,,11,,,,,3,10,,,,,,,,,,,,,13,,,9,,,,,,,9,,,,,7,2,,,,,,,,,,,,,9,,,65,3,1,4,,,,57,,,,,41,24,,,,,,,65,,,,65,3,62,,,186473.5,241948,22.92827384,50,50,79371.23288,264680,6650943,WWW.NATURESERVE.ORG,77,7695284,40,37.5,44.44444444,,,other,4,5,5,0,6,6,6,6,38
952098575,Marianne Frostig Center of Educational Therapy,Pasadena,CA,1.6425E+18,White/Caucasian/European,Male,,Heterosexual or Straight,Person without a disability,,,,,,17,2,0,1,,0,,14,,,,,9,8,0,,,,,,,,,,,,,,,7,0,1,3,,0,,3,0,,0,0,5,2,0,0,0,,,,,,,,,,,,,60,5,10,25,,,,20,,,,,53,7,0,,,,,,,,,,,,,,,186487,262502,28.95787461,66.66666667,33.33333333,68004.87302,339975,4995798,WWW.FROSTIG.ORG,66,6693659,33.33333333,38.46153846,42.85714286,100,,other,4,4,5,5,4,6,4,6,38
251209266,Familylinks Inc,Pittsburgh,PA,1.6829E+18,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,20,,3,,,,,17,,,,,11,9,,,,,20,,,1,19,,,,20,,,15,,3,,,,,12,,,,,11,4,,,,,15,,,,15,,,,15,,,330,2,119,,,1,,195,13,,,,238,92,,,,,,,330,,,,330,,,,330,237568.6667,186531,-27.36149309,25,75,35354.959,315594,16420064,WWW.FAMILYLINKS.ORG,443,33712828,100,47.05882353,62.5,,,other,2,2,5,5,0,6,10,8,38
770155997,San Jose Conservation Corps,SAN JOSE,CA,1.67521E+18,White/Caucasian/European,Male,,,,,,,,,13,,1,5,,,,5,1,,,1,6,7,,,,,,,13,,,,13,,,,13,12,1,1,6,,,,2,2,,,,6,6,,,,,,,,,,,,,,,,293,26,7,217,,2,,27,4,,6,4,,,,,,,,,,,,,,,,,,152174,178750,14.86769231,33.33333333,66.66666667,24132.23409,178750,11101281,WWW.SJCCCHARTERSCHOOL.ORG,443,20498462,,45.45454545,50,,,other,1,3,5,5,0,10,6,8,38
275316628,Relay Graduate School of Education,New York,NY,1.65879E+18,White/Caucasian/European,Female,Not transgender (cisgender),"Gay, Lesbian, Bisexual, or other sexual orientations in the LGBTQIA+ community",Person without a disability,,,,,,9,0,2,1,,0,,6,0,,0,0,3,6,,,,,9,,,,,,,,,,,30,0,10,1,,0,,14,4,,1,,17,12,,1,,,,,,,,,,,,,,274,18,76,44,,1,,101,11,,23,,186,68,,20,,,,,,,,,,,,,,252859,216939.5,-16.55738121,28.57142857,71.42857143,75995.22766,388385,37415931,WWW.RELAY.EDU,477,55978916,60,20,33.33333333,,100,college,4,4,5,5,6,4,10,0,38
822167556,International Refugee Assistance Project Inc,NEW YORK,NY,1.69586E+18,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,18,0,0,0,4,0,0,8,0,6,0,0,9,9,0,0,0,,18,,0,1,17,,0,4,13,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,30,4,10,36,0,0,22,,,0,2,82,20,2,0,0,2,102,0,0,33,69,0,2,43,61,0,0,212037.2222,187968,-12.80495734,10,90,135927.1795,307624,12698623,REFUGEERIGHTS.ORG,88,66214216,80,38.46153846,71.42857143,100,,other,5,5,5,5,0,2,10,6,38
530196588,Davis Memorial Goodwill Industries,WASHINGTON,DC,1.67348E+18,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,14,,5,,,,,8,,1,,,6,8,,,,,,,,,,,,,,,,12,,4,,,,,8,,,,,5,7,,,,,,,,,,,,,,,,1045,51,593,202,,2,,144,39,,14,,557,488,,,,,,,,,,,,191,816,34,4,265718.3333,214732,-23.74417103,33.33333333,66.66666667,17283.74757,661410,35993665,WWW.DCGOODWILL.ORG,1962,64782996,40,40,57.14285714,100,,other,0,0,5,5,6,6,10,6,38
680412350,Foundation for California Community Colleges,Sacramento,CA,1.70165E+18,White/Caucasian/European,Female,,,Decline to state,,,,,,11,1,1,5,,,,4,,,,,6,5,,,,,,,,,,,,,,,,11,2,,2,,,,6,1,,,,6,5,,,,,,,,,,,,,,,,391,36,31,117,,2,,119,15,,71,,246,142,,3,,,,,,,,,,,,,,259031.5,256029.8,-1.172402588,45.45454545,54.54545455,17439.93778,417244,57491103,WWW.FOUNDATIONCCC.ORG,3145,113927306,60,37.5,62.5,,0,college,0,0,5,5,6,6,10,6,38
751658287,National Domestic Violence Hotline,AUSTIN,TX,1.70312E+18,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Decline to state,,,,,,20,2,4,3,1,0,0,9,1,,,,16,4,,,,,20,,,1,19,,,,,,20,7,1,,1,,,1,3,1,,,,5,2,,,,,7,,,1,6,,,,,,7,254,,,,,,,,,,,254,,,,,254,,,,254,,,,254,,,,254,225495.6667,171914,-31.16771564,25,75,60966.4185,283205,14687778,THEHOTLINE.ORG/LOVEISRESPECT.ORG,231,25682744,60,68.75,60,,,other,3,4,5,0,6,6,10,4,38
223154028,Community Servings Inc,Jamaica Plain,MA,1.6613E+18,White/Caucasian/European,Male,Not transgender (cisgender),"Gay, Lesbian, Bisexual, or other sexual orientations in the LGBTQIA+ community",Person without a disability,,,,,,26,1,6,1,,,,17,1,,,,15,11,,,,,,,,,,,,,,,,8,,2,,,,,6,,,,,4,4,,,,,,,,,,,,,,,,81,2,23,19,,,,35,2,,,,33,48,,,,,,,,,,,,,,,,183610.5,222082.6667,17.32335407,60,40,53132.26733,321714,6399828,WWW.SERVINGS.ORG,106,15169268,33.33333333,43.47826087,60,100,,other,3,3,5,5,4,6,6,6,38
133600232,Corporation for Supportive Housing,New York,NY,1.69197E+18,White/Caucasian/European,Female,Not transgender (cisgender),"Gay, Lesbian, Bisexual, or other sexual orientations in the LGBTQIA+ community",,,,,,,18,,2,,1,,,12,3,,,,11,7,,,,,,,,,,,,,,,,12,1,2,2,,,,7,,,,,10,2,,,,,,,,,,,,,,,,157,15,33,17,,,,84,7,,1,,124,31,2,,,,,,,,,,,,,,,257360.5,206061,-24.89529799,11.11111111,88.88888889,105956.1795,416120,18794109,WWW.CSH.ORG,165,44983722,,52.94117647,100,66.66666667,,other,5,5,5,5,0,0,10,8,38
941594250,Point Reyes Bird Observatory,Petaluma,CA,1.64062E+18,,,,,,,,,,,25,,,,,1,,20,2,,2,,11,12,,2,,,,,25,,,,25,,,,25,12,1,,2,,,,8,1,,,,5,7,,,,,,,12,,,,12,,,,12,115,6,,12,,,,90,7,,,,65,48,2,,,,,,115,,,,115,10,99,6,,164446.6667,196650.25,16.37607038,57.14285714,42.85714286,65958.05195,219222,11437481,HTTPS://WWW.POINTBLUE.ORG/,161,15542320,60,56.25,40,0,,other,4,5,5,0,6,6,6,6,38
951644024,Jewish Family Service of San Diego,San Diego,CA,1.68506E+18,White/Caucasian/European,Male,Not transgender (cisgender),"Gay, Lesbian, Bisexual, or other sexual orientations in the LGBTQIA+ community",Person without a disability,,,,,,24,2,2,2,,,,18,,,,,13,11,,,,0,24,,,2,22,,,,,,,4,,1,,,,,3,,,,,3,1,,,,,4,,,1,0,,3,,,,4,523,18,34,212,,4,,199,,54,2,,,,,,,,,,,,,,,,,,,230808.75,514506,55.13973598,20,80,42779.45409,514506,27062634,WWW.JFSSD.ORG,604,81992764,80,50,50,,,other,2,2,5,5,0,10,4,10,38
752332948,Citysquare,DALLAS,TX,1.70104E+18,Middle Eastern/North African,Female,,,,,,,,,14,0,5,1,,,,8,,,,,3,11,,,,,,,,,,,,,,,,5,1,1,,1,,,2,,,,,5,,,,,,,,,,,,,,,,,162,0,58,34,,,,59,8,,,3,122,40,,,,,,,,,,,,,,,,155891,186908.6667,16.59509279,60,40,20046.30396,206050,9973530,WWW.CITYSQUARE.ORG,459,26345029,66.66666667,50,37.5,,,other,0,2,5,5,4,6,6,10,38
133408731,Network for Teaching Entrepreneurship,New York,NY,1.70018E+18,White/Caucasian/European,Male,Not transgender,Heterosexual or Straight,Person without a disability,,,,,,84,5,12,13,,,,45,3,3,,3,24,60,,,,,,,,,,,,,,,,7,,1,,,,,6,,,,,5,2,,,,,,,,,,,,,,,,54,4,19,7,,,,24,0,0,0,0,,,,,,,,,,,,,,,,,,324818.5,178001.3333,-82.48093647,42.85714286,57.14285714,73392.77778,636192,7117558,WWW.NFTE.COM,79,13733111,40,36.36363636,25,,,college,4,2,5,5,6,0,10,6,38
530204621,Planned Parenthood Association of Metropolitan Washington D C Inc,WASHINGTON,DC,1.64492E+18,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,20,0,6,3,,,,9,2,,,,16,4,,,,,19,,1,2,16,,2,,19,1,,8,,3,,,,,4,1,,,,7,1,,,,,,,,,7,,1,,,,,107,3,50,25,,,,20,9,,,,85,14,3,5,,,100,,7,5,98,,4,,,,,266419.6667,208579.5,-27.73051363,25,75,67757.07258,367992,10417554,WWW.PPMW.ORG,132,27266098,80,88.23529412,50,,,other,4,4,5,5,0,10,10,0,38
912166435,Multiplier,SAN FRANCISCO,CA,1.61166E+18,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,9,1,1,,,1,,6,,,,,4,5,,,,,9,,,,9,,,,9,,,6,1,,,,,,5,,,,,5,1,,,,,6,,,,6,,,,6,,,142,13,7,14,,7,,91,7,,,3,,,,,,,,,,,,,,,,,,196696.6,208409,5.619910848,16.66666667,83.33333333,54261.67206,269946,14594525,WWW.MULTIPLIER.ORG,253,39865015,80,50,50,,,other,3,4,5,0,0,10,6,10,38
261501109,National Marine Mammal Foundation Inc,San Diego,CA,1.63612E+18,White/Caucasian/European,Male,,,,White/Caucasian/European,Female,,,,6,,,,,,,6,,,,,3,3,,,,,,,,,,,,,,,,7,,,,,,,6,1,,,,4,3,,,,,,,,,,,,,,,,118,4,,6,,,,97,11,,,,88,30,,,,,,,,,,,,,,,,243019.5,195936.2857,-24.02985956,77.77777778,22.22222222,58399.25532,308113,10091888,WWW.NMMFOUNDATION.ORG,150,13274460,,50,40,,,other,3,4,5,0,0,6,10,10,38
910880684,Student Conservation Association Inc,ARLINGTON,VA,1.69387E+18,Hispanic/Latino/Latina/Latinx,Female,,,,,,,,,18,0,3,0,,0,,13,,,,2,12,6,,,,,,,,,,,,,,,,7,,3,1,,,,3,,,,0,5,2,,,,,,,,,,,,,,,,163,3,17,17,,1,,92,5,,28,,92,67,4,,,,,,163,,,,163,,,163,,272495.3333,195572,-39.33248795,40,60,6658.320911,350231,14072506,WWW.THESCA.ORG,1937,38897444,60,55.55555556,60,100,,other,0,0,5,5,6,6,10,6,38
942297147,Shanti Project Inc,San Francisco,CA,1.66145E+18,,,,,,,,,,,12,1,2,,,,,9,,,,,3,9,,,,,12,,,7,5,,,,,,,6,1,,,,,,4,1,,,,3,3,,,,,6,,,2,4,,,,,,,72,12,12,13,,3,,26,6,,,,46,23,3,,,3,69,,,17,55,,,,,,,191228,192804.6667,0.817753374,75,25,55865.17582,209248,5853373,WWW.SHANTI.ORG,95,9428062,50,12.5,28.57142857,,,other,3,5,5,5,10,2,8,0,38
621049447,Second Harvest Food Bank of Middle Tennessee Inc,NASHVILLE,TN,1.67996E+18,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,30,,7,1,,1,,20,1,,,,15,15,,,,,,,,,,,,,,,,5,,,,,,,5,,,,,5,,,,,,,,,,,,,,,,,115,2,26,1,,2,,81,2,,1,,58,57,,,,,,,,,,,,3,77,35,,228435.4,152483,-49.81040509,16.66666667,83.33333333,60244.68939,354504,9246959,WWW.SECONDHARVESTMIDTN.ORG,138,133978627,80,42.30769231,50,100,,other,3,4,5,0,0,10,10,6,38
221487266,New Jersey Federation of Yng Mens Hebrew Assn & Yng Womens Hbrw Assn,Fairfield,NJ,1.6638E+18,Jewish,Male,Not transgender,Heterosexual or Straight,Person without a disability,,,,,,16,0,0,0,,0,,16,,,,,10,6,,,,,16,,,1,15,,,6,10,,,7,,,,,,,2,1,3,,1,3,4,,,,,7,,,,7,,,2,5,,,830,30,80,150,,5,,290,75,125,25,50,380,330,20,100,,10,760,25,35,120,625,35,50,125,620,35,50,173606,249535,30.42819645,33.33333333,66.66666667,6809.95624,300588,5395237,WWW.NJYCAMPS.ORG,623,17397465,60,53.84615385,50,,100,other,0,0,5,5,6,10,4,8,38
946050231,The Health Trust,San Jose,CA,1.69206E+18,Asian/Asian American,Female,Not transgender,Heterosexual or Straight,Person without a disability,,,,,,15,2,3,2,,,,6,2,,,,6,8,1,,,,,,15,1,14,,,,,,15,5,2,,2,,,,,1,,,,5,,,,,,,5,,,,5,,,,5,,110,25,6,51,,1,,20,4,,,3,84,24,,,2,,,110,,,,110,,,,110,,234977,155133,-51.46809512,20,80,48204.07087,367004,7216958,WWW.HEALTHTRUST.ORG,132,27941301,60,35.71428571,80,100,,hospital,3,3,5,5,6,0,10,6,38
521818273,International Center for Not-for- Profit Law Inc,Washington,DC,1.67702E+18,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,7,1,2,1,,,,3,,,,,4,3,,,,,,,7,1,,,6,,7,,,5,,,,,,,4,1,,,,3,2,,,,,5,,,,5,,,,5,,,53,3,3,4,6,,,29,8,,,,36,17,,,,,,,53,,,,53,,,,53,181818.7143,216666,16.08341212,30,70,125389.5161,276868,5809804,WWW.ICNL.ORG,41,10890366,80,40,60,66.66666667,,other,5,5,5,5,0,6,6,6,38
946129071,Healthright 360,SAN FRANCISCO,CA,1.70623E+18,White/Caucasian/European,Female,Not transgender,"Gay, Lesbian, Bisexual, or other sexual orientations in the LGBTQIA+ community",Person without a disability,,,,,,13,1,3,2,,,,7,,,,,5,8,,,,,,,,,,,,1,,,12,19,2,2,4,1,0,0,8,2,,0,,13,6,,,,,,,,8,11,,,,,,19,1086,119,239,326,11,0,87,272,,,,32,632,434,,,20,,,,,,,,,,,,,303618.6,283907.75,-6.942695295,44.44444444,55.55555556,53052.69866,384152,85575092,WWW.HEALTHRIGHT360.ORG,1572,145840992,60,41.66666667,80,50,,hospital,3,3,5,5,6,0,10,6,38
61157655,Hole in the Wall Gang Fund Inc,New Haven,CT,1.70294E+18,White/Caucasian/European,Male,,,,,,,,,29,1,4,,,,,24,,0,,,9,20,,,,,,,,,,,,,,,,7,1,,,,,,6,,,,,3,4,,,,,,,,,,,,,,,,97,3,5,1,,,,78,7,1,2,,61,34,1,,1,,,,,,,,,,,,,172451.3333,217484.75,20.70647099,57.14285714,42.85714286,70555.12264,306391,8866136,WWW.HOLEINTHEWALLGANG.ORG,113,29148853,33.33333333,36,45.45454545,,,other,4,5,5,0,4,8,6,6,38
330047994,Orange Countys United Way,Irvine,CA,1.68411E+18,White/Caucasian/European,Female,Decline to state,Decline to state,Decline to state,,,,,,50,4,3,6,1,,,35,1,,,,13,37,,,,,,,,,,,,,,,,5,,,1,1,,,3,,,,,,,,,,,,,,,,,,,,,,64,8,5,20,1,,,26,4,,,,47,17,,,,,,,,,,,,,,,,344429.5,200917.5,-71.42832257,50,50,56385.2,455636,5319584,www.unitedwayoc.org,79,67720545,20,40.81632653,40,0,,other,3,3,5,5,0,6,10,6,38
750917409,Gladney Center for Adoption,Fort Worth,TX,1.68791E+18,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,,,,,,,20,,2,2,,,,16,,,,,8,12,,,,,,,,,,,,,,,,5,,,,,,,5,,,,,4,1,,,,,,,,,,,,,,,,85,3,8,15,,,,57,2,,,,76,9,,,,,,,,,,,,,,,,229810,247463.5,7.133779325,66.66666667,33.33333333,44122.68908,287927,5975337,WWW.GLADNEY.ORG,122,9701445,40,44.44444444,50,100,,hospital,2,3,5,0,6,10,6,6,38
261914515,Bellwether Education Partners Inc,Sudbury,MA,1.62099E+18,,,,,,,,,,,7,,2,1,,,,4,,,,,3,4,,,,,,,,,,,,,,,,5,,1,,,,,4,,,,,4,1,,,,,,,,,,,,,,,,63,4,19,1,,,,39,,,,,49,14,,,,,,,,,,,,,,,,280482.2222,259471.5,-8.097506748,30.76923077,69.23076923,92140.67347,414283,12592012,BELLWETHEREDUCATION.ORG,111,18147451,80,50,66.66666667,80,0,college,5,4,5,0,0,4,10,10,38
237112449,Paraquad Inc,Saint Louis,MO,1.69534E+18,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,White/Caucasian/European,Female,Not transgender (cisgender),Heterosexual or Straight,Person with a disability,18,2,3,,,,,13,,,,,8,10,,,,,18,,,,,,18,8,10,,,7,,,,,,,7,,,,,5,2,,,,,7,,,,,,7,4,3,,,66,5,10,5,,,,41,5,,,,45,21,,,,,,,66,,,,66,33,33,,,181094,212600,14.81937912,50,50,73569.73387,212600,9516341,WWW.PARAQUAD.ORG,126,14820531,,45.45454545,50,,,other,4,5,5,0,0,10,6,8,38
43523528,Center for Effective Philanthropy Inc,Cambridge,MA,1.69214E+18,White/Caucasian/European,Male,Not transgender (cisgender),Heterosexual or Straight,Decline to state,,,,,,10,4,1,1,,,,4,,,,,5,5,,,,,10,,,1,7,2,,1,9,,,7,1,1,,,,,4,1,,,,5,2,,,,,7,,,1,6,,,1,5,1,,62,14,4,4,1,,,32,5,,2,,45,13,2,2,,,60,2,,18,44,,,6,48,8,,221807.25,341421.75,35.03423552,33.33333333,66.66666667,104153.1356,631827,9285180,WWW.CEP.ORG,71,13719145,60,50,75,,,other,5,3,5,5,6,0,4,10,38
461178146,USA Triathlon of Colorado,Colorado Springs,CO,1.6191E+18,White/Caucasian/European,Male,,,,,,,,,12,,2,1,,,,9,,,,,7,5,,,,,,,,,,,,,,,,7,,,,,,,7,,,,,3,4,,,,,,,,,,,,,,,,52,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,171836.5,239766.25,28.33165635,66.66666667,33.33333333,51997.09589,394315,5098526,www.usatriathlon.org,79,17684167,50,62.5,33.33333333,50,,other,3,3,5,0,10,4,6,6,37
951881491,Mental Health America of Los Angeles,LONG BEACH,CA,1.68169E+18,Native American/American Indian/Alaska Native/Indigenous,Female,Not transgender (cisgender),Heterosexual or Straight,Person without a disability,,,,,,10,1,2,2,,,,5,,,,,5,5,,,,,,,,,10,,,,,,,7,1,1,1,,,,3,1,,,,5,2,,,,,,,,,,,,,,,,379,28,80,140,,2,4,89,35,,1,,252,127,,,,,,,,,,,,8,371,,,246813.25,172535,-43.05112006,20,80,41630.04444,324229,27386716,WWW.MHALA.ORG,635,48662185,,42.85714286,62.5,100,,other,2,3,5,5,0,6,10,6,37
273943866,Center for Biological Diversity Inc,TUCSON,AZ,1.68204E+18,White/Caucasian/European,Male,Not transgender (cisgender),"Gay, Lesbian, Bisexual, or other sexual orientations in the LGBTQIA+ community",Person with a disability,,,,,,9,,,,,2,,6,,1,,,4,5,,,,,,,9,,,,9,,,,9,8,2,1,,,,,5,,,,,4,4,0,,,0,8,,,1,7,,,1,7,,,165,8,8,8,,1,,125,15,,,,98,63,4,,,0,161,4,,31,133,,1,23,138,,4,219798,286731.7143,23.34367318,70,30,81442.00909,405424,20583758,WWW.BIOLOGICALDIVERSITY.ORG,230,27585235,50,60,28.57142857,100,,other,4,4,5,0,10,2,6,6,37
520799246,Lawyers Committee for Civil Rights Under Law,WASHINGTON,DC,1.70484E+18,Black/African American,Male,,,,,,,,,20,1,8,,,,,11,,,,,8,12,,,,,,,,,,,,,,,,6,1,3,,,,,1,1,,,,2,4,,,,,,,,,,,,,,,,73,4,33,5,,,,25,5,,1,,45,27,1,,,,,,,,,,,,,,,183961,223578,17.71954307,45.45454545,54.54545455,75933.32967,305862,9131589,,102,38134884,60,25,37.5,50,,other,4,5,5,5,6,6,6,0,37
42104754,Child & Family Services Inc,New Bedford,MA,1.64267E+18,White/Caucasian/European,Female,,,,,,,,,12,0,3,1,,0,,8,0,,0,0,5,7,,,,,,,,,,,,1,11,,,66,0,5,2,,0,,55,4,,,,55,11,,,,,,,,,,,,,,,,456,4,47,41,,0,,330,19,,2,13,,,,,,,,,,,,,,3,453,,,236318,178886.5,-32.10499395,66.66666667,33.33333333,41690.74828,236318,24774725,WWW.CHILD-FAMILYSERVICES.ORG,583,37057328,60,55.55555556,33.33333333,,,other,2,4,5,0,6,4,10,6,37
943112338,COMMUNITY HOUSING PARTNERSHIP,SAN FRANCISCO,CA,1.63041E+18,White/Caucasian/European,Male,Not transgender (cisgender),,Person without a disability,,,,,,14,2,0,1,,0,,10,1,,,,7,7,,,,,,,,,,,,,,,,10,2,2,1,,0,,5,0,,,,6,4,,,,,,,,,,,,,,,,343,22,142,33,,3,,56,21,,0,66,225,118,,,,,,,,,,,,,,,,207635,262944,21.03451686,33.33333333,66.66666667,42238.3569,262944,13223006,WWW.CHP-SF.ORG,300,28777753,33.33333333,57.14285714,42.85714286,,,other,2,3,5,5,4,6,6,6,37
364709977,Cdp North America Inc,New York,NY,1.69421E+18,Black/African American,Female,Not transgender (cisgender),Heterosexual or Straight,,,,,,,4,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,8,1,1,,,,,6,,,,,6,2,,,,,,,,,,,,,,,,127,21,13,15,,,,71,7,,,,82,45,,,,,,,,,,,,,,,,218075.6667,216806.5,-0.585391428,40,60,71582.15044,264076,9176623,WWW.CDP.NET/EN,118,27245305,75,50,75,33.33333333,,other,4,5,5,5,0,0,8,10,37
953877793,South Central Family Health Center,LOS ANGELES,CA,1.58492E+18,Hispanic/Latino/Latina/Latinx,Male,Not transgender (cisgender),Heterosexual or Straight,Decline to state,,,,,,13,0,5,5,,0,,3,,,,,8,5,,,,,,,,,,,,,,,,4,,,4,,,,,,,,,1,3,,,,,,,,,,,,,,,,233,,42,162,,,,,20,,,9,132,101,,,,,,,,,,,,,,,,277224.25,263985.8333,-5.014820871,60,40,50329.10843,377719,19402076,WWW.SCFHC.ORG,342,32755610,40,50,16.66666667,66.66666667,,hospital,3,3,5,0,6,0,10,10,37
